Entry	Gene ontology (biological process)
Q6P0F4	axonogenesis [GO:0007409]; cerebellar Purkinje cell layer structural organization [GO:0021693]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
A1L1W4	retinoic acid biosynthetic process [GO:0002138]
Q7ZTY4	chromatin organization [GO:0006325]; DNA replication [GO:0006260]; fin regeneration [GO:0031101]; hematopoietic progenitor cell differentiation [GO:0002244]
Q9MIY4	aerobic respiration [GO:0009060]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]
Q502F0	endoplasmic reticulum unfolded protein response [GO:0030968]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q66HV4	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; notochord development [GO:0030903]; somite development [GO:0061053]
Q9PUE4	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; organelle transport along microtubule [GO:0072384]; protein secretion [GO:0009306]
Q6P0H6	proteolysis [GO:0006508]
U3JAG9	cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; intraciliary retrograde transport [GO:0035721]; intraciliary transport involved in cilium assembly [GO:0035735]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; negative regulation of intracellular protein transport [GO:0090317]; regulation of centrosome duplication [GO:0010824]; sensory perception of light stimulus [GO:0050953]
A5PMW0	transmembrane transport [GO:0055085]
Q7T2B0	acetylcholine biosynthetic process [GO:0008292]; acetylcholine secretion [GO:0061526]; choline transport [GO:0015871]; neuromast hair cell development [GO:0035675]; otolith development [GO:0048840]; otolith formation [GO:0032475]; positive regulation of cell growth [GO:0030307]; thiamine pyrophosphate transmembrane transport [GO:0030974]; transmembrane transport [GO:0055085]
A9C3N6	anterior head development [GO:0097065]; multicellular organism development [GO:0007275]; negative regulation of Wnt signaling pathway [GO:0030178]; Spemann organizer formation [GO:0060061]; Wnt signaling pathway [GO:0016055]
O57457	actomyosin structure organization [GO:0031032]
Q5IGR8	heparan sulfate proteoglycan biosynthetic process [GO:0015012]; protein glycosylation [GO:0006486]
Q6AXJ7	
P60622	cell differentiation [GO:0030154]; erythrocyte differentiation [GO:0030218]; heart development [GO:0007507]; heart looping [GO:0001947]; hemopoiesis [GO:0030097]; megakaryocyte differentiation [GO:0030219]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
A1IGX5	embryonic pectoral fin morphogenesis [GO:0035118]
Q58EB4	valine catabolic process [GO:0006574]
B7SXM5	cilium assembly [GO:0060271]; convergent extension [GO:0060026]; determination of left/right symmetry [GO:0007368]; Kupffer's vesicle development [GO:0070121]
Q8AV61	cellular response to insulin stimulus [GO:0032869]; cholesterol biosynthetic process [GO:0006695]; SREBP-SCAP complex retention in endoplasmic reticulum [GO:0036316]; SREBP signaling pathway [GO:0032933]; sterol biosynthetic process [GO:0016126]
Q5RHH4	cilium assembly [GO:0060271]; intraciliary transport [GO:0042073]; photoreceptor cell maintenance [GO:0045494]; pronephros development [GO:0048793]; regulation of TOR signaling [GO:0032006]; retina development in camera-type eye [GO:0060041]
Q568K5	histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; N-terminal protein amino acid acetylation [GO:0006474]; regulation of ribosomal DNA heterochromatin assembly [GO:0061187]
Q6VN46	digestive tract development [GO:0048565]; oxygen transport [GO:0015671]; response to activity [GO:0014823]; response to hypoxia [GO:0001666]; vasculogenesis [GO:0001570]
A3KPA3	cell population proliferation [GO:0008283]; chromosome segregation [GO:0007059]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; N-terminal peptidyl-methionine acetylation [GO:0017196]; N-terminal protein amino acid acetylation [GO:0006474]; nucleosome assembly [GO:0006334]
Q6PBV6	cleavage involved in rRNA processing [GO:0000469]; maturation of LSU-rRNA [GO:0000470]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]; telomere maintenance via telomerase [GO:0007004]
A7YT82	N-terminal peptidyl-glycine N-myristoylation [GO:0018008]
Q9MIY1	aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]
F1QNV4	mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; protein import into nucleus [GO:0006606]; regulation of transcription, DNA-templated [GO:0006355]; RNA export from nucleus [GO:0006405]; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]
A2CEI4	mRNA export from nucleus [GO:0006406]; protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]
Q0VIL3	otolith development [GO:0048840]
A2RUW7	
Q7ZU92	hemopoiesis [GO:0030097]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]
Q1RM55	axonemal dynein complex assembly [GO:0070286]; box C/D snoRNP assembly [GO:0000492]; rRNA processing [GO:0006364]
F1R4C4	negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; negative regulation of type I interferon production [GO:0032480]; protein sumoylation [GO:0016925]; regulation of transcription by RNA polymerase II [GO:0006357]
Q00IB7	blood vessel morphogenesis [GO:0048514]; branching involved in blood vessel morphogenesis [GO:0001569]
Q2EY14	negative regulation of neurogenesis [GO:0050768]
Q90271	cell differentiation [GO:0030154]; hindbrain morphogenesis [GO:0021575]; hormone-mediated signaling pathway [GO:0009755]; liver development [GO:0001889]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to retinoic acid [GO:0032526]; retinoic acid receptor signaling pathway [GO:0048384]
Q7ZTI3	cell differentiation [GO:0030154]; heart development [GO:0007507]; hormone-mediated signaling pathway [GO:0009755]; liver development [GO:0001889]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pectoral fin development [GO:0033339]; positive regulation of transcription by RNA polymerase II [GO:0045944]; retinoic acid receptor signaling pathway [GO:0048384]
Q502B0	apoptotic process [GO:0006915]; cell cycle [GO:0007049]; translation [GO:0006412]
Q6NYF0	RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]
A3KNN3	
F1RA39	actin cytoskeleton organization [GO:0030036]; actin filament depolymerization [GO:0030042]; cytoskeleton organization [GO:0007010]; heart development [GO:0007507]; heart looping [GO:0001947]; oxidation-reduction process [GO:0055114]; positive regulation of transcription via serum response element binding [GO:0010735]
Q0P496	
Q5RKN3	
Q1L8D2	
Q6P0D7	
P51049	G protein-coupled receptor signaling pathway [GO:0007186]; rhythmic process [GO:0048511]
A3KPP3	heart contraction [GO:0060047]; heart looping [GO:0001947]; protein transport [GO:0015031]
A9JRE2	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
F1RCE7	aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]
Q9DGJ3	cholesterol efflux [GO:0033344]; cholesterol metabolic process [GO:0008203]; intracellular cholesterol transport [GO:0032367]; sterol transport [GO:0015918]
Q9MIY2	ATP synthesis coupled electron transport [GO:0042773]
Q7ZW63	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; heart development [GO:0007507]; kinetochore organization [GO:0051383]; meiotic chromosome segregation [GO:0045132]; mitotic spindle organization [GO:0007052]
B8JM82	N-terminal protein amino acid methylation [GO:0006480]
Q49GP5	endosome organization [GO:0007032]; Golgi organization [GO:0007030]; pectoral fin development [GO:0033339]; phosphatidylinositol phosphorylation [GO:0046854]
Q32LT9	adaptive thermogenesis [GO:1990845]; amide biosynthetic process [GO:0043604]; cellular amide catabolic process [GO:0043605]; cellular amino acid metabolic process [GO:0006520]; cellular lipid metabolic process [GO:0044255]; energy homeostasis [GO:0097009]; nitrogen compound metabolic process [GO:0006807]; regulation of oxidative phosphorylation uncoupler activity [GO:2000275]
Q803V3	B cell homeostasis [GO:0001782]; cortical cytoskeleton organization [GO:0030865]; microtubule cytoskeleton organization [GO:0000226]; positive regulation of B cell differentiation [GO:0045579]; regulation of dephosphorylation [GO:0035303]; T cell homeostasis [GO:0043029]
A1L1F4	cell division [GO:0051301]; DNA repair [GO:0006281]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of DNA replication [GO:0008156]
Q9W735	
Q08BH5	
B0S6S9	
Q6DH13	dendrite morphogenesis [GO:0048813]; female sex differentiation [GO:0046660]; negative regulation of smooth muscle cell differentiation [GO:0051151]; regulation of retinal ganglion cell axon guidance [GO:0090259]; retinal ganglion cell axon guidance [GO:0031290]
Q2WG79	embryonic pattern specification [GO:0009880]; negative regulation of transcription by RNA polymerase II [GO:0000122]; somite rostral/caudal axis specification [GO:0032525]; somitogenesis [GO:0001756]
E9QHE3	cell-cell signaling involved in cardiac conduction [GO:0086019]; positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization [GO:1903954]; positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization [GO:1903762]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart looping [GO:1901207]
Q6Q420	brain development [GO:0007420]; chordate embryonic development [GO:0043009]; erythrocyte differentiation [GO:0030218]; regulation of cell cycle [GO:0051726]; translation [GO:0006412]
Q4V8T0	inositol catabolic process [GO:0019310]
Q6TLE4	magnesium ion transport [GO:0015693]
Q1LUK1	cristae formation [GO:0042407]
B3DIY3	double-strand break repair via homologous recombination [GO:0000724]; replication fork processing [GO:0031297]
A4IG61	positive regulation of mitochondrial fission [GO:0090141]; positive regulation of protein targeting to membrane [GO:0090314]
Q6NZ07	enteric nervous system development [GO:0048484]; negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900176]; regulation of signal transduction [GO:0009966]
Q6IQ69	muscle organ development [GO:0007517]; myoblast fusion [GO:0007520]; plasma membrane fusion [GO:0045026]; positive regulation of skeletal muscle hypertrophy [GO:1904206]
Q6DRH5	primitive hemopoiesis [GO:0060215]; rRNA processing [GO:0006364]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]; telomere maintenance via telomerase [GO:0007004]
Q4V8V2	NAD catabolic process [GO:0019677]; NADH metabolic process [GO:0006734]; NADP catabolic process [GO:0006742]
Q5SPD7	L-proline biosynthetic process [GO:0055129]
Q66HY8	ameboidal-type cell migration [GO:0001667]; carboxylic acid metabolic process [GO:0019752]; sphingolipid catabolic process [GO:0030149]; sphingolipid metabolic process [GO:0006665]
Q0P427	negative regulation of phosphatase activity [GO:0010923]
Q803C9	phosphatidylserine biosynthetic process [GO:0006659]
Q4V9P3	negative regulation of signal transduction [GO:0009968]
Q6IQ97	mRNA cis splicing, via spliceosome [GO:0045292]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q7T005	cell cycle [GO:0007049]; cell division [GO:0051301]; endocytic recycling [GO:0032456]; regulation of cytokinesis [GO:0032465]
Q3LGD4	cell cycle [GO:0007049]; cell division [GO:0051301]; endocytic recycling [GO:0032456]; eye morphogenesis [GO:0048592]; regulation of cell cycle [GO:0051726]; regulation of cytokinesis [GO:0032465]
Q6TNR1	signal transduction [GO:0007165]
A2CEA7	small GTPase mediated signal transduction [GO:0007264]
Q7ZWJ7	translation [GO:0006412]
Q6DH02	translation [GO:0006412]
F1Q8J0	digestive tract development [GO:0048565]; liver development [GO:0001889]; mRNA splicing, via spliceosome [GO:0000398]; pancreas development [GO:0031016]
Q90ZM2	habenula development [GO:0021986]; posttranslational protein targeting to membrane, translocation [GO:0031204]; pronephric nephron development [GO:0039019]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]
Q9I9R3	bone mineralization [GO:0030282]; cellular iron ion homeostasis [GO:0006879]; embryonic hemopoiesis [GO:0035162]; hemoglobin biosynthetic process [GO:0042541]; iron ion homeostasis [GO:0055072]; iron ion transmembrane transport [GO:0034755]; iron ion transport [GO:0006826]; nucleate erythrocyte maturation [GO:0043362]; response to copper ion [GO:0046688]; response to iron ion [GO:0010039]
B8JLQ0	iron-sulfur cluster assembly [GO:0016226]
Q803C7	negative regulation of canonical Wnt signaling pathway [GO:0090090]; receptor-mediated endocytosis [GO:0006898]; signal transduction [GO:0007165]; Wnt signaling pathway [GO:0016055]
Q7SXW3	
Q5RHU7	negative regulation of centriole replication [GO:0046600]
Q6NYD4	maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]; multicellular organism development [GO:0007275]
A3KNK7	regulation of transcription by RNA polymerase II [GO:0006357]
Q5SNQ9	embryonic hemopoiesis [GO:0035162]
Q5U3U7	carbohydrate transport [GO:0008643]; establishment of blood-brain barrier [GO:0060856]; fatty acid transport [GO:0015908]; lipid transport across blood-brain barrier [GO:1990379]; lysophospholipid transport [GO:0051977]; maintenance of blood-brain barrier [GO:0035633]; organic substance transport [GO:0071702]; transcytosis [GO:0045056]
Q503I8	glycoprotein catabolic process [GO:0006516]; protein deglycosylation [GO:0006517]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
Q2TJA6	embryonic heart tube left/right pattern formation [GO:0060971]; heart jogging [GO:0003146]; Kupffer's vesicle development [GO:0070121]; left/right pattern formation [GO:0060972]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of protein import into nucleus [GO:0042308]; negative regulation of Wnt signaling pathway [GO:0030178]; neural plate morphogenesis [GO:0001839]; Spemann organizer formation [GO:0060061]; Wnt signaling pathway [GO:0016055]
Q9MIY9	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]
Q8JFB7	cellular sphingolipid homeostasis [GO:0090156]; ceramide metabolic process [GO:0006672]; negative regulation of ceramide biosynthetic process [GO:1900060]
Q91994	inner ear morphogenesis [GO:0042472]; lateral semicircular canal development [GO:0060875]; retinal pigment epithelium development [GO:0003406]
Q4U0S5	heart development [GO:0007507]; histone modification [GO:0016570]; negative regulation of transcription by RNA polymerase II [GO:0000122]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q7SXM7	mRNA splicing, via spliceosome [GO:0000398]; retina development in camera-type eye [GO:0060041]; spliceosomal tri-snRNP complex assembly [GO:0000244]
Q2EY13	multicellular organism development [GO:0007275]
Q32LU7	mitochondrial translation [GO:0032543]; regulation of translation [GO:0006417]
Q6NV32	
Q5RFV4	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9PTJ3	blood vessel development [GO:0001568]; blood vessel endothelial cell migration [GO:0043534]; embryonic hemopoiesis [GO:0035162]; endothelial cell proliferation [GO:0001935]; erythrocyte development [GO:0048821]; erythrocyte differentiation [GO:0030218]; fin regeneration [GO:0031101]; hemopoiesis [GO:0030097]; retinal blood vessel morphogenesis [GO:0061304]
Q6P6Y1	intracellular cholesterol transport [GO:0032367]
Q6P5L3	hemopoiesis [GO:0030097]; translation [GO:0006412]
Q6PC69	maturation of LSU-rRNA [GO:0000470]; translation [GO:0006412]
Q08CG8	
A2T929	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; response to retinoic acid [GO:0032526]; retinoic acid receptor signaling pathway [GO:0048384]
Q6NV12	phosphate ion transmembrane transport [GO:0035435]
Q6DHF9	anatomical structure development [GO:0048856]; apoptotic process [GO:0006915]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of inner ear receptor cell differentiation [GO:2000980]; regulation of skeletal muscle cell proliferation [GO:0014857]; skeletal muscle fiber development [GO:0048741]; skeletal muscle tissue development [GO:0007519]
Q6DC17	
P0CI65	cilium assembly [GO:0060271]; convergent extension [GO:0060026]; heart jogging [GO:0003146]; Kupffer's vesicle development [GO:0070121]; left/right pattern formation [GO:0060972]; pronephros development [GO:0048793]; visual perception [GO:0007601]; Wnt signaling pathway [GO:0016055]
A1XQY0	angiogenesis [GO:0001525]; cell adhesion [GO:0007155]
A1L1F1	mitochondrial respiratory chain complex I assembly [GO:0032981]
Q6DBY0	mRNA export from nucleus [GO:0006406]; nephron development [GO:0072006]; positive regulation of transcription, DNA-templated [GO:0045893]; protein import into nucleus [GO:0006606]
Q5RG82	
Q5XJR6	cellular sphingolipid homeostasis [GO:0090156]; ceramide metabolic process [GO:0006672]; negative regulation of ceramide biosynthetic process [GO:1900060]
A5PN28	extracellular matrix organization [GO:0030198]; otolith development [GO:0048840]; otolith mineralization [GO:0045299]
Q08BW0	protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; response to lipopolysaccharide [GO:0032496]
Q567J8	kidney development [GO:0001822]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pectoral fin development [GO:0033339]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pronephros development [GO:0048793]; urogenital system development [GO:0001655]
Q9W6A8	cellular response to light stimulus [GO:0071482]; G protein-coupled receptor signaling pathway [GO:0007186]; phototransduction [GO:0007602]; protein-chromophore linkage [GO:0018298]; visual perception [GO:0007601]
Q6NYZ4	lipid catabolic process [GO:0016042]
Q7ZVS3	centriole assembly [GO:0098534]; centriole replication [GO:0007099]; cilium assembly [GO:0060271]; de novo centriole assembly involved in multi-ciliated epithelial cell differentiation [GO:0098535]; developmental growth [GO:0048589]; mitotic cell cycle [GO:0000278]; positive regulation of centriole replication [GO:0046601]; regulation of cytokinesis [GO:0032465]
A2BID7	methylation [GO:0032259]; regulation of gene expression [GO:0010468]
A8WGP3	angiogenesis [GO:0001525]; brain development [GO:0007420]; central nervous system projection neuron axonogenesis [GO:0021952]; determination of ventral identity [GO:0048264]; dorsal/ventral pattern formation [GO:0009953]
Q6P112	small GTPase mediated signal transduction [GO:0007264]
B0UXH6	small GTPase mediated signal transduction [GO:0007264]
Q6TLF6	cellular calcium ion homeostasis [GO:0006874]; L-ascorbic acid biosynthetic process [GO:0019853]; positive regulation of ATPase activity [GO:0032781]; regulation of calcium-mediated signaling [GO:0050848]
B8XY56	RNA catabolic process [GO:0006401]; rRNA catabolic process [GO:0016075]
Q7T384	sodium ion transport [GO:0006814]
Q6DHG0	heart morphogenesis [GO:0003007]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of transcription, DNA-templated [GO:0006355]
Q6TGU2	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; cellular protein-containing complex localization [GO:0034629]; mitotic metaphase plate congression [GO:0007080]; mRNA transport [GO:0051028]; nuclear pore organization [GO:0006999]; positive regulation of TORC1 signaling [GO:1904263]; protein transport [GO:0015031]
Q1LY77	hematopoietic progenitor cell differentiation [GO:0002244]; histone H3-K4 methylation [GO:0051568]
B2ZFP3	angiogenesis [GO:0001525]; cartilage development [GO:0051216]; cellular response to DNA damage stimulus [GO:0006974]; developmental growth [GO:0048589]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]; DNA rewinding [GO:0036292]; embryonic body morphogenesis [GO:0010172]; hemopoiesis [GO:0030097]; mitotic cell cycle [GO:0000278]; regulation of transcription by RNA polymerase II [GO:0006357]; replication fork processing [GO:0031297]; replication fork protection [GO:0048478]
Q9I9P9	embryonic pattern specification [GO:0009880]; intracellular signal transduction [GO:0035556]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural plate anterior/posterior regionalization [GO:0021999]; positive regulation of oocyte development [GO:0060282]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q5BL35	negative regulation of protein ubiquitination [GO:0031397]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of proteolysis [GO:0030162]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9W741	cartilage development [GO:0051216]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of endodermal cell fate specification [GO:0042664]; osteoblast differentiation [GO:0001649]
H9BFW7	N-acetylneuraminate metabolic process [GO:0006054]
Q5U3S7	multicellular organism development [GO:0007275]
Q9MIX9	
Q503L1	positive regulation of apoptotic process [GO:0043065]
Q6GQN5	
Q5PQZ7	bicellular tight junction assembly [GO:0070830]; cell-cell junction organization [GO:0045216]; epiboly [GO:0090504]; epithelial cell-cell adhesion [GO:0090136]; epithelium development [GO:0060429]; establishment of skin barrier [GO:0061436]; eye photoreceptor cell development [GO:0042462]; heart contraction [GO:0060047]; heart development [GO:0007507]; positive regulation of locomotion [GO:0040017]; positive regulation of receptor recycling [GO:0001921]; regulation of cell shape [GO:0008360]; regulation of GTPase activity [GO:0043087]; regulation of membrane potential [GO:0042391]; response to ischemia [GO:0002931]; retina development in camera-type eye [GO:0060041]; retina layer formation [GO:0010842]; skeletal muscle tissue development [GO:0007519]; skeletal myofibril assembly [GO:0014866]; striated muscle cell differentiation [GO:0051146]; substrate adhesion-dependent cell spreading [GO:0034446]; vesicle-mediated transport [GO:0016192]
Q9I8P2	feeding behavior [GO:0007631]; neuropeptide signaling pathway [GO:0007218]
Q6P0D0	3'-UTR-mediated mRNA stabilization [GO:0070935]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of smoothened signaling pathway [GO:0008589]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]; skeletal muscle tissue development [GO:0007519]; skeletal myofibril assembly [GO:0014866]
Q6PHI9	intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]; regulation of endocytosis [GO:0030100]; vasculature development [GO:0001944]
A0JMF8	cell differentiation [GO:0030154]; cilium-dependent cell motility [GO:0060285]; endocrine pancreas development [GO:0031018]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; regulation of insulin secretion [GO:0050796]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription, DNA-templated [GO:0006351]
Q5RJA1	endocrine pancreas development [GO:0031018]; glucose homeostasis [GO:0042593]; pancreatic A cell differentiation [GO:0003310]; pancreatic D cell differentiation [GO:0003311]; pancreatic epsilon cell differentiation [GO:0090104]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of insulin secretion [GO:0050796]; regulation of transcription by RNA polymerase II [GO:0006357]; type B pancreatic cell differentiation [GO:0003309]
Q6DRJ9	G protein-coupled receptor signaling pathway [GO:0007186]; pigment cell development [GO:0070285]
B0S6C5	
Q7ZU13	autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; cellular senescence [GO:0090398]; lipid transport [GO:0006869]
O73872	neuron cellular homeostasis [GO:0070050]; removal of superoxide radicals [GO:0019430]; response to metal ion [GO:0010038]; response to methylmercury [GO:0051597]; response to xenobiotic stimulus [GO:0009410]
Q6DHK8	bone mineralization [GO:0030282]; cartilage development [GO:0051216]; sodium ion transport [GO:0006814]
Q6DGH9	forebrain neuron development [GO:0021884]; hypothalamus development [GO:0021854]; mammillary body development [GO:0021767]; neuron differentiation [GO:0030182]; regulation of transcription, DNA-templated [GO:0006355]
Q5SPC5	neuromuscular process controlling balance [GO:0050885]; plasma membrane organization [GO:0007009]; response to auditory stimulus [GO:0010996]; sensory perception of sound [GO:0007605]; startle response [GO:0001964]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle priming [GO:0016082]
Q91981	cellular response to alcohol [GO:0097306]; cerebellum development [GO:0021549]; hindbrain development [GO:0030902]; midbrain development [GO:0030901]; midbrain-hindbrain boundary development [GO:0030917]; retinal pigment epithelium development [GO:0003406]
Q9PTP1	leading strand elongation [GO:0006272]; mismatch repair [GO:0006298]; regulation of DNA replication [GO:0006275]; response to activity [GO:0014823]; response to bacterium [GO:0009617]; translesion synthesis [GO:0019985]
Q5XIY8	DNA repair [GO:0006281]
Q5XJ36	autophagy [GO:0006914]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to oxidative stress [GO:0034599]; DNA repair [GO:0006281]; glucose homeostasis [GO:0042593]; guanine deglycation [GO:0106044]; guanine deglycation, glyoxal removal [GO:0106046]; guanine deglycation, methylglyoxal removal [GO:0106045]; inflammatory response [GO:0006954]; insulin secretion [GO:0030073]; negative regulation of cell death [GO:0060548]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; positive regulation of oxidative phosphorylation uncoupler activity [GO:2000277]; protein deglycation, glyoxal removal [GO:0036529]; protein deglycosylation [GO:0006517]; protein stabilization [GO:0050821]; regulation of neuron apoptotic process [GO:0043523]; response to oxidative stress [GO:0006979]; single fertilization [GO:0007338]
Q6IVV8	atrioventricular valve development [GO:0003171]; calcium ion transmembrane transport [GO:0070588]; cell-cell signaling by wnt [GO:0198738]; cellular response to calcium ion [GO:0071277]; cellular response to oscillatory fluid shear stress [GO:0097704]; detection of mechanical stimulus [GO:0050982]; determination of heart left/right asymmetry [GO:0061371]; determination of left/right symmetry [GO:0007368]; dorsal/ventral pattern formation [GO:0009953]; embryonic heart tube morphogenesis [GO:0003143]; heart development [GO:0007507]; heart jogging [GO:0003146]; heart looping [GO:0001947]; inorganic cation transmembrane transport [GO:0098662]; kidney development [GO:0001822]; Kupffer's vesicle development [GO:0070121]; lymphangiogenesis [GO:0001946]; positive regulation of sequestering of calcium ion [GO:0051284]; potassium ion transmembrane transport [GO:0071805]; pronephros development [GO:0048793]; pronephros morphogenesis [GO:0072114]; protein heterotetramerization [GO:0051290]; protein tetramerization [GO:0051262]; proximal convoluted tubule development [GO:0072019]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of collagen biosynthetic process [GO:0032965]; regulation of ion transmembrane transport [GO:0034765]; release of sequestered calcium ion into cytosol [GO:0051209]; Wnt signaling pathway [GO:0016055]
Q8QHL5	multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]
Q5BLE8	retinol metabolic process [GO:0042572]
A3KP59	histone H3-K36 demethylation [GO:0070544]; histone H3-K4 demethylation [GO:0034720]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of transcription, DNA-templated [GO:0045892]
Q66HZ2	cellular protein modification process [GO:0006464]
Q566M8	ubiquitin-dependent protein catabolic process [GO:0006511]
Q6IQU6	maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]; rRNA processing [GO:0006364]
Q7ZTW4	apoptotic process [GO:0006915]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; neuron projection morphogenesis [GO:0048812]; peptidyl-serine phosphorylation [GO:0018105]
Q803X0	defense response to virus [GO:0051607]; detection of virus [GO:0009597]; innate immune response [GO:0045087]; myelination [GO:0042552]; phosphatidylserine metabolic process [GO:0006658]; phospholipid biosynthetic process [GO:0008654]; sphingolipid metabolic process [GO:0006665]
Q1LYG0	neural crest cell migration [GO:0001755]; reactive oxygen species metabolic process [GO:0072593]; superoxide metabolic process [GO:0006801]
A0JMG1	negative regulation of protein ubiquitination [GO:0031397]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of proteolysis [GO:0030162]; ubiquitin-dependent protein catabolic process [GO:0006511]
