Entry	Gene ontology (biological process)
Q8GT75	
Q8W037	lactate transport [GO:0015727]; response to hypoxia [GO:0001666]
Q9FGP8	regulation of transcription, DNA-templated [GO:0006355]
F4K687	NAD biosynthetic process [GO:0009435]
O82248	positive regulation of transcription, DNA-templated [GO:0045893]
Q9FYL8	karyogamy [GO:0000741]; polar nucleus fusion [GO:0010197]; pre-miRNA processing [GO:0031054]; primary miRNA processing [GO:0031053]; production of siRNA involved in RNA interference [GO:0030422]; RNA processing [GO:0006396]
Q67XJ2	glucosinolate metabolic process [GO:0019760]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9LHI7	
F4KBW6	mRNA transport [GO:0051028]; nuclear pore organization [GO:0006999]; protein transport [GO:0015031]
F4HWF9	
O22944	cellular protein modification process [GO:0006464]; defense response [GO:0006952]; positive regulation of camalexin biosynthetic process [GO:1901183]
Q8L748	mRNA export from nucleus [GO:0006406]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; protein import into nucleus [GO:0006606]; regulation of transcription, DNA-templated [GO:0006355]
Q04614	ATP synthesis coupled electron transport [GO:0042773]
Q8L970	peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]
Q9FGS5	nitrate assimilation [GO:0042128]; nitrate transport [GO:0015706]; response to nitrate [GO:0010167]; response to wounding [GO:0009611]
Q9FME8	protein transport [GO:0015031]; response to karrikin [GO:0080167]
Q8VYD8	positive regulation of carotenoid biosynthetic process [GO:1904143]; protein stabilization [GO:0050821]
Q8VY92	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]
Q9SYB5	pollen tube reception [GO:0010483]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]
O80494	
Q9SS98	lipid storage [GO:0019915]; response to freezing [GO:0050826]; seed oilbody biogenesis [GO:0010344]; transmembrane transport [GO:0055085]
Q9FIF5	chloroplast organization [GO:0009658]; leaf senescence [GO:0010150]; negative regulation of abscisic acid-activated signaling pathway [GO:0009788]; response to abscisic acid [GO:0009737]; response to water deprivation [GO:0009414]; stomatal movement [GO:0010118]
Q6E7H0	DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; lateral root development [GO:0048527]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; response to sucrose [GO:0009744]
Q1JPM5	fucose metabolic process [GO:0006004]
Q9SGA5	
Q66GQ3	protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976]
Q8L8Y3	cell-cell signaling involved in cell fate commitment [GO:0045168]; cellular response to ammonium ion [GO:0071242]; cellular response to nitrogen starvation [GO:0006995]; lateral root development [GO:0048527]; negative regulation of cell division [GO:0051782]; negative regulation of cell growth [GO:0030308]; nitrate import [GO:1902025]; photoperiodism, flowering [GO:0048573]; regulation of leaf morphogenesis [GO:1901371]; regulation of root development [GO:2000280]; response to auxin [GO:0009733]; response to nitrate starvation [GO:0090548]; response to nitrogen compound [GO:1901698]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]; root development [GO:0048364]
Q8S8T8	
Q94F09	cell redox homeostasis [GO:0045454]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976]
Q9FYC2	cell death [GO:0008219]; chlorophyll catabolic process [GO:0015996]; defense response to bacterium, incompatible interaction [GO:0009816]; flower development [GO:0009908]; fruit development [GO:0010154]
O49840	defense response [GO:0006952]
O80731	cell wall organization [GO:0071555]
Q9LYK7	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; regulation of ribosome biogenesis [GO:0090069]; regulation of rRNA processing [GO:2000232]
Q5PP26	response to symbiotic fungus [GO:0009610]; symbiotic process [GO:0044403]
F4HWB6	auxin-activated signaling pathway [GO:0009734]; transmembrane transport [GO:0055085]
Q9FZ59	defense response to bacterium [GO:0042742]; response to jasmonic acid [GO:0009753]; response to wounding [GO:0009611]
Q9FLC0	hydrogen peroxide catabolic process [GO:0042744]; lignin biosynthetic process [GO:0009809]; positive regulation of syringal lignin biosynthetic process [GO:1901430]; response to oxidative stress [GO:0006979]; xylem development [GO:0010089]
Q96510	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
Q9LK03	
Q9STP2	protein transport [GO:0015031]
Q9C8J6	lipid catabolic process [GO:0016042]
Q0WVU3	regulation of transcription, DNA-templated [GO:0006355]
Q9XIL9	cell wall organization [GO:0071555]
Q2V4B2	photosynthetic electron transport chain [GO:0009767]; response to cold [GO:0009409]
Q2V2V3	
Q84TJ0	methylation [GO:0032259]
O22244	negative regulation of catalytic activity [GO:0043086]; plant-type cell wall modification [GO:0009827]; seed coat development [GO:0010214]
Q8H0W1	protein maturation [GO:0051604]; signal peptide processing [GO:0006465]; thylakoid membrane organization [GO:0010027]
Q9C5M8	pectin catabolic process [GO:0045490]; response to nematode [GO:0009624]
Q9C545	
P0C7R4	
P0C898	RNA modification [GO:0009451]
Q9LMH5	embryo development ending in seed dormancy [GO:0009793]
Q8GV43	lipid catabolic process [GO:0016042]; phosphatidylinositol-mediated signaling [GO:0048015]; release of sequestered calcium ion into cytosol [GO:0051209]
Q9SXD8	
Q9LY51	lipid catabolic process [GO:0016042]; phosphatidylinositol-mediated signaling [GO:0048015]; release of sequestered calcium ion into cytosol [GO:0051209]
Q9SHJ6	mitochondrion organization [GO:0007005]
Q9C9U0	
Q5XET4	
Q1PFA6	RNA modification [GO:0009451]
Q9SPK4	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to cycloheximide [GO:0046898]; response to light stimulus [GO:0009416]
Q9STE1	RNA modification [GO:0009451]
Q9SUH6	cytidine to uridine editing [GO:0016554]; mitochondrial mRNA modification [GO:0080156]; mitochondrial RNA processing [GO:0000963]; RNA modification [GO:0009451]
Q9LVL2	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
Q9SUI5	photosynthesis [GO:0015979]
F4K2E9	defense response to fungus, incompatible interaction [GO:0009817]; embryo development ending in seed dormancy [GO:0009793]; gene expression [GO:0010467]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of RNA splicing [GO:0033120]; primary miRNA processing [GO:0031053]; RNA interference [GO:0016246]; RNA splicing [GO:0008380]; root development [GO:0048364]; root hair elongation [GO:0048767]; xylem and phloem pattern formation [GO:0010051]
Q9S752	abscisic acid-activated signaling pathway involved in stomatal movement [GO:1901527]; amino acid homeostasis [GO:0080144]; protein ubiquitination [GO:0016567]; response to abscisic acid [GO:0009737]
O48809	cell wall organization [GO:0071555]; multicellular organism development [GO:0007275]
Q9ZUG9	microgametogenesis [GO:0055046]; pollen sperm cell differentiation [GO:0048235]; regulation of transcription, DNA-templated [GO:0006355]; root hair cell development [GO:0080147]; root hair cell differentiation [GO:0048765]; root hair elongation [GO:0048767]
Q67XV7	
Q4VP09	pollen tube guidance [GO:0010183]
Q84ME1	protein ubiquitination [GO:0016567]
O81291	defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]
O23006	defense response [GO:0006952]
O04534	defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]
A7XGN8	defense response [GO:0006952]; response to fungus [GO:0009620]; response to molecule of fungal origin [GO:0002238]
A8MRC6	
Q9FG33	
Q9SGH2	histone acetylation [GO:0016573]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; photoperiodism, flowering [GO:0048573]; regulation of transcription, DNA-templated [GO:0006355]; secondary shoot formation [GO:0010223]
Q9C870	
Q9LEA3	defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]
Q5HZ60	7-methylguanosine mRNA capping [GO:0006370]
Q8LPT3	cellular manganese ion homeostasis [GO:0030026]; intracellular sequestering of iron ion [GO:0006880]
P92560	
Q9SCK2	cellular oxidant detoxification [GO:0098869]
F4IP69	intracellular protein transport [GO:0006886]; protein maturation [GO:0051604]; vacuolar protein processing [GO:0006624]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]
Q9LRM4	circadian rhythm [GO:0007623]; regulation of flower development [GO:0009909]; regulation of transcription, DNA-templated [GO:0006355]; response to UV-B [GO:0010224]
O82200	inositol catabolic process [GO:0019310]; L-ascorbic acid biosynthetic process [GO:0019853]
Q9FIN7	protein maturation [GO:0051604]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vacuolar protein processing [GO:0006624]
Q9SZ45	calcium ion transport [GO:0006816]; mitochondrial calcium ion transmembrane transport [GO:0006851]; negative regulation of mitochondrial calcium ion concentration [GO:0051562]
Q9SXB6	defense response to fungus, incompatible interaction [GO:0009817]; negative regulation of defense response [GO:0031348]; response to fungus [GO:0009620]
Q0WM29	response to oxidative stress [GO:0006979]; thymine catabolic process [GO:0006210]; valine catabolic process [GO:0006574]; valine metabolic process [GO:0006573]
O49621	defense response [GO:0006952]; response to biotic stimulus [GO:0009607]
O04308	protein processing involved in protein targeting to mitochondrion [GO:0006627]
F4KAF2	chromatin organization [GO:0006325]; defense response [GO:0006952]; DNA repair [GO:0006281]; gene silencing by RNA [GO:0031047]; positive regulation of defense response to oomycetes [GO:1902290]; regulation of chromatin silencing [GO:0031935]; regulation of DNA methylation [GO:0044030]; regulation of DNA repair [GO:0006282]
Q1PE39	magnesium ion transport [GO:0015693]; pollen development [GO:0009555]
O49203	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; response to oxidative stress [GO:0006979]; UTP biosynthetic process [GO:0006228]
Q9ZV87	glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654]
Q9SUM3	phenylpropanoid metabolic process [GO:0009698]
O23160	glucosinolate metabolic process [GO:0019760]; negative regulation of response to salt stress [GO:1901001]; positive regulation of auxin mediated signaling pathway [GO:0010929]; regulation of transcription, DNA-templated [GO:0006355]; response to chitin [GO:0010200]
Q9LD44	integument development [GO:0080060]; regulation of embryonic development [GO:0045995]; response to jasmonic acid [GO:0009753]; seed morphogenesis [GO:0048317]
F4JM19	actin filament-based movement [GO:0030048]; actin filament organization [GO:0007015]; vesicle transport along actin filament [GO:0030050]
F4IRB4	embryo sac development [GO:0009553]; guard cell differentiation [GO:0010052]; guard mother cell cytokinesis [GO:0010235]; guard mother cell differentiation [GO:0010444]; lateral root development [GO:0048527]; megasporogenesis [GO:0009554]; multicellular organismal water homeostasis [GO:0050891]; positive regulation of lateral root development [GO:1901333]; positive regulation of response to salt stress [GO:1901002]; positive regulation of response to water deprivation [GO:1902584]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of DNA endoreduplication [GO:0032875]; regulation of stomatal complex patterning [GO:2000037]; regulation of transcription, DNA-templated [GO:0006355]; response to abscisic acid [GO:0009737]; response to gravity [GO:0009629]; stomatal complex formation [GO:0010376]
Q9FMR3	
Q9SDS8	cell differentiation [GO:0030154]
O22264	cell differentiation [GO:0030154]; flavonoid biosynthetic process [GO:0009813]; flavonol biosynthetic process [GO:0051555]; positive regulation of flavonol biosynthetic process [GO:1900386]; positive regulation of transcription, DNA-templated [GO:0045893]; response to auxin [GO:0009733]; response to ethylene [GO:0009723]; response to light stimulus [GO:0009416]; response to salt stress [GO:0009651]; response to UV-B [GO:0010224]
Q9SJ52	defense response to virus [GO:0051607]; leaf senescence [GO:0010150]; response to other organism [GO:0051707]
F4I1T7	embryo development ending in seed dormancy [GO:0009793]; mRNA transport [GO:0051028]; protein import into nucleus [GO:0006606]; RNA export from nucleus [GO:0006405]; zygote asymmetric cell division [GO:0010070]
Q9LEY9	cleavage involved in rRNA processing [GO:0000469]; maturation of LSU-rRNA [GO:0000470]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]
Q9SJ54	defense response [GO:0006952]
Q9M1I7	bract formation [GO:0010434]; floral meristem determinacy [GO:0010582]; floral organ abscission [GO:0010227]; flower morphogenesis [GO:0048439]; induced systemic resistance, jasmonic acid mediated signaling pathway [GO:0009864]; leaf morphogenesis [GO:0009965]; meristem determinacy [GO:0010022]; nectary development [GO:0010254]; polarity specification of adaxial/abaxial axis [GO:0009944]; protein ubiquitination [GO:0016567]; proximal/distal pattern formation [GO:0009954]
Q9S9N8	cadmium ion transmembrane transport [GO:0070574]; iron ion homeostasis [GO:0055072]
Q8VYK4	positive regulation of transcription, DNA-templated [GO:0045893]
Q8GWB2	xanthophyll biosynthetic process [GO:0016123]
Q9C6Z2	diadenosine tetraphosphate catabolic process [GO:0015967]; nucleoside phosphate metabolic process [GO:0006753]; ribose phosphate metabolic process [GO:0019693]
Q9FME2	gene silencing by RNA [GO:0031047]; response to abscisic acid [GO:0009737]
P0DI08	
P0DKJ1	positive regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903800]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9LEX0	protein ubiquitination [GO:0016567]
Q3EAZ3	
Q9ZUA0	protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]
Q84WU0	fucose metabolic process [GO:0006004]
Q9LZW2	DNA repair [GO:0006281]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of unidimensional cell growth [GO:0051510]
Q9SH89	fucose metabolic process [GO:0006004]
Q6EWX1	DNA replication initiation [GO:0006270]
Q9C5J8	cellular protein-containing complex assembly [GO:0034622]; chloroplast organization [GO:0009658]; embryo development ending in seed dormancy [GO:0009793]; protein insertion into mitochondrial outer membrane [GO:0045040]
Q9LME4	
O23341	negative regulation of transcription, DNA-templated [GO:0045892]
Q9SKX5	polyamine catabolic process [GO:0006598]; spermidine catabolic process [GO:0046203]; spermine catabolic process [GO:0046208]
Q8H1F9	meiotic recombination checkpoint [GO:0051598]; reciprocal meiotic recombination [GO:0007131]; synapsis [GO:0007129]
Q9M7Q7	leading strand elongation [GO:0006272]; mismatch repair [GO:0006298]; regulation of cell cycle [GO:0051726]; regulation of DNA replication [GO:0006275]; translesion synthesis [GO:0019985]
Q39089	cellular response to light stimulus [GO:0071482]; chloroplast mRNA processing [GO:0010239]; chloroplast organization [GO:0009658]; leaf morphogenesis [GO:0009965]; ribosome biogenesis [GO:0042254]; RNA metabolic process [GO:0016070]
Q05196	nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; regulation of translation [GO:0006417]; translational initiation [GO:0006413]
Q9SBJ1	glucose homeostasis [GO:0042593]; negative regulation of pyruvate dehydrogenase activity [GO:1904183]; protein autophosphorylation [GO:0046777]
Q9FNK4	arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to proline via ornithine [GO:0010121]; defense response to bacterium, incompatible interaction [GO:0009816]; hyperosmotic salinity response [GO:0042538]; mitochondrion localization [GO:0051646]; ornithine catabolic process [GO:0006593]; plant-type hypersensitive response [GO:0009626]; proline biosynthetic process [GO:0006561]; response to abscisic acid [GO:0009737]; response to auxin [GO:0009733]; response to brassinosteroid [GO:0009741]; response to flooding [GO:0009413]; response to heat [GO:0009408]; response to jasmonic acid [GO:0009753]; response to oxidative stress [GO:0006979]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
Q9FXA2	regulation of translation [GO:0006417]; response to cadmium ion [GO:0046686]; viral process [GO:0016032]
Q6E263	plasmodesmata-mediated intercellular transport [GO:0010497]; transport of virus in multicellular host [GO:0046739]
Q94C98	cytoplasmic mRNA processing body assembly [GO:0033962]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA processing [GO:0006397]
Q9SLH7	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
Q9CAL8	protein phosphorylation [GO:0006468]
Q9SZE7	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
Q9FVQ6	lignan biosynthetic process [GO:0009807]
Q9FX85	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
A0A1I9LMX5	cellular response to nitrogen starvation [GO:0006995]; nitrate import [GO:1902025]; regulation of lateral root development [GO:2000023]; regulation of leaf morphogenesis [GO:1901371]; regulation of root development [GO:2000280]; response to ammonium ion [GO:0060359]; response to auxin [GO:0009733]; response to nitrogen compound [GO:1901698]; response to osmotic stress [GO:0006970]; response to potassium ion [GO:0035864]; root development [GO:0048364]
O23044	hydrogen peroxide catabolic process [GO:0042744]; hyperosmotic salinity response [GO:0042538]; response to cold [GO:0009409]; response to desiccation [GO:0009269]; response to oxidative stress [GO:0006979]
A0A0A7EPL0	positive regulation of sulfur metabolic process [GO:0051176]; protein sumoylation [GO:0016925]; response to abscisic acid [GO:0009737]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]
O48963	chloroplast accumulation movement [GO:0009904]; chloroplast avoidance movement [GO:0009903]; circadian rhythm [GO:0007623]; negative regulation of anion channel activity by blue light [GO:0010362]; phototropism [GO:0009638]; protein autophosphorylation [GO:0046777]; protein-chromophore linkage [GO:0018298]; protein phosphorylation [GO:0006468]; regulation of proton transport [GO:0010155]; regulation of stomatal movement [GO:0010119]; response to blue light [GO:0009637]
Q8RY16	fatty acid beta-oxidation [GO:0006635]; peroxisome organization [GO:0007031]; protein import into peroxisome matrix [GO:0016558]; protein targeting to peroxisome [GO:0006625]
Q8VYG9	microgametogenesis [GO:0055046]; pollen development [GO:0009555]
Q8LDM2	flavonoid biosynthetic process [GO:0009813]; pollen exine formation [GO:0010584]; polyketide biosynthetic process [GO:0030639]; sporopollenin biosynthetic process [GO:0080110]
Q9LHN7	polyamine transport [GO:0015846]
Q9SD76	glycogen catabolic process [GO:0005980]; response to cadmium ion [GO:0046686]; response to water deprivation [GO:0009414]
Q9ZNS0	glucose import [GO:0046323]; lateral root formation [GO:0010311]
Q9SCY0	carbohydrate metabolic process [GO:0005975]; detection of gravity [GO:0009590]; glucose metabolic process [GO:0006006]; response to cold [GO:0009409]; starch biosynthetic process [GO:0019252]
Q9SCY3	
Q9LPC4	
Q9C9Q8	cell adhesion [GO:0007155]; homogalacturonan biosynthetic process [GO:0010289]; methylation [GO:0032259]; response to cytokinin [GO:0009735]; root development [GO:0048364]; shoot system development [GO:0048367]
Q56X05	
Q9CAH5	dolichol biosynthetic process [GO:0019408]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; polyprenol catabolic process [GO:0016095]; polyprenol metabolic process [GO:0016093]
Q9ZU29	
Q9SGQ6	
Q9ZVX5	
Q9ZU27	response to abscisic acid [GO:0009737]; RNA splicing [GO:0008380]
O49298	cell wall modification [GO:0042545]; pectin catabolic process [GO:0045490]
Q9LN01	chloroplast RNA processing [GO:0031425]; mRNA processing [GO:0006397]; RNA modification [GO:0009451]
Q9CA56	mitochondrial mRNA modification [GO:0080156]; RNA modification [GO:0009451]
Q9ZPY1	pyridoxal 5'-phosphate salvage [GO:0009443]; pyridoxine biosynthetic process [GO:0008615]
Q9LXR8	mitochondrion organization [GO:0007005]; peroxisome organization [GO:0007031]
Q9T0D6	mitochondrial mRNA modification [GO:0080156]; response to abscisic acid [GO:0009737]
Q9FLE9	brassinosteroid mediated signaling pathway [GO:0009742]; gibberellic acid mediated signaling pathway [GO:0009740]; photomorphogenesis [GO:0009640]; regulation of growth [GO:0040008]; regulation of timing of transition from vegetative to reproductive phase [GO:0048510]; response to brassinosteroid [GO:0009741]; unidimensional cell growth [GO:0009826]
Q949Y3	hydrogen peroxide catabolic process [GO:0042744]; phosphate ion homeostasis [GO:0055062]
Q0WNP3	chloroplast RNA modification [GO:1900865]; mRNA processing [GO:0006397]; RNA modification [GO:0009451]; RNA splicing [GO:0008380]
Q9FM64	mRNA modification [GO:0016556]; RNA modification [GO:0009451]
P0C8Q8	mitochondrial mRNA modification [GO:0080156]; RNA modification [GO:0009451]
Q8GXR5	coenzyme A biosynthetic process [GO:0015937]
O23337	RNA modification [GO:0009451]
O22899	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
O22212	cell-cell signaling [GO:0007267]; cell fate determination [GO:0001709]; embryo sac development [GO:0009553]; embryo sac egg cell differentiation [GO:0009560]; mRNA splicing, via spliceosome [GO:0000398]
Q9SGW3	cotyledon development [GO:0048825]; cytokinin-activated signaling pathway [GO:0009736]; flower development [GO:0009908]; leaf development [GO:0048366]; post-embryonic root development [GO:0048528]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein catabolic process [GO:0030163]; regulation of anthocyanin biosynthetic process [GO:0031540]; response to auxin [GO:0009733]; response to cytokinin [GO:0009735]; response to heat [GO:0009408]; response to misfolded protein [GO:0051788]; skotomorphogenesis [GO:0009647]
Q8GW32	regulation of growth [GO:0040008]; response to light stimulus [GO:0009416]
Q9ZVR7	innate immune response [GO:0045087]; regulation of defense response [GO:0031347]
Q6DBN5	
Q9STF2	circadian rhythm [GO:0007623]
Q9C8D1	response to chitin [GO:0010200]
Q9XI19	plastid transcription [GO:0042793]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]
Q8W4J3	cell redox homeostasis [GO:0045454]; positive regulation of potassium ion transport [GO:0043268]; protein folding [GO:0006457]; response to cation stress [GO:0043157]
Q9SL02	chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA duplex unwinding [GO:0032508]; double-strand break repair [GO:0006302]; mitotic recombination [GO:0006312]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; telomere capping [GO:0016233]; telomere maintenance [GO:0000723]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomerase [GO:0007004]
Q9FJN8	cell wall biogenesis [GO:0042546]; intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]
Q9SSA8	detection of hypoxia [GO:0070483]; ethylene-activated signaling pathway [GO:0009873]; regulation of root development [GO:2000280]; response to hypoxia [GO:0001666]
Q9ZT95	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q8LD46	response to cold [GO:0009409]; response to high light intensity [GO:0009644]; response to oxidative stress [GO:0006979]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
Q9C9Z3	multicellular organism development [GO:0007275]
Q9SSM7	abscisic acid-activated signaling pathway [GO:0009738]; regulation of protein serine/threonine phosphatase activity [GO:0080163]
O80837	defense response to virus [GO:0051607]; membrane raft localization [GO:0051665]; response to salicylic acid [GO:0009751]
Q9SG02	carpel development [GO:0048440]; defense response to virus [GO:0051607]; gene silencing by RNA [GO:0031047]; gynoecium development [GO:0048467]; leaf development [GO:0048366]; maintenance of shoot apical meristem identity [GO:0010492]; production of siRNA involved in chromatin silencing by small RNA [GO:0070919]; production of siRNA involved in RNA interference [GO:0030422]; production of ta-siRNAs involved in RNA interference [GO:0010267]; recognition of pollen [GO:0048544]; RNA interference [GO:0016246]; virus induced gene silencing [GO:0009616]
Q9FVV7	DNA repair [GO:0006281]; double-strand break repair via homologous recombination [GO:0000724]; Group II intron splicing [GO:0000373]
Q9SRK6	translation [GO:0006412]
Q9LSX4	peptidyl-serine phosphorylation [GO:0018105]
F4J5S1	intracellular distribution of mitochondria [GO:0048312]
Q8W261	cell-cell signaling involved in cell fate commitment [GO:0045168]; cell fate specification [GO:0001708]; regulation of root meristem growth [GO:0010082]
Q9LR57	
Q9SB75	cell wall organization [GO:0071555]
Q9LV60	response to karrikin [GO:0080167]
O23081	protein phosphorylation [GO:0006468]
Q8L8Z1	cell-cell junction assembly [GO:0007043]; cell wall modification [GO:0042545]
Q66GI1	
Q9C9U8	
Q00IB6	dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; response to salt stress [GO:0009651]
Q9M353	cellular potassium ion homeostasis [GO:0030007]; monovalent inorganic cation transport [GO:0015672]; potassium ion transport [GO:0006813]; protein targeting to vacuole [GO:0006623]; regulation of pH [GO:0006885]; water homeostasis [GO:0030104]
Q94AD1	
Q6Q151	regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901407]
Q93VA3	photosynthesis [GO:0015979]
P80845	
P80838	
Q570Q8	plastid membrane organization [GO:0009668]; polyprenol biosynthetic process [GO:0016094]; protein glycosylation [GO:0006486]; response to cold [GO:0009409]
Q2V4D5	defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
Q9SEL7	photosystem II repair [GO:0010206]
Q8LED0	polyprenol biosynthetic process [GO:0016094]; protein glycosylation [GO:0006486]
Q1PDI2	defense response [GO:0006952]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]
F4JRJ6	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
Q9FNC1	
Q9C9M8	response to wounding [GO:0009611]
Q9SX83	
F4HZH9	
Q9FNR3	defense response by callose deposition [GO:0052542]; exocytosis [GO:0006887]; immune response [GO:0006955]; positive regulation of extracellular exosome assembly [GO:1903553]; protein transport [GO:0015031]; regulation of protein targeting [GO:1903533]
Q9M0Z9	glucose import [GO:0046323]
Q8LBQ7	ethylene-activated signaling pathway [GO:0009873]
O22874	plant-type cell wall organization [GO:0009664]; syncytium formation [GO:0006949]
Q9SV64	fatty acid biosynthetic process [GO:0006633]
Q94CH8	lipid catabolic process [GO:0016042]
Q9LNI5	cell differentiation [GO:0030154]; negative regulation of trichome patterning [GO:1900033]; root hair cell development [GO:0080147]
Q9FKJ1	
Q9LM63	
Q9LMA1	cellular response to hypoxia [GO:0071456]; defense response signaling pathway, resistance gene-dependent [GO:0009870]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; innate immune response-activating signal transduction [GO:0002758]; L-pipecolic acid biosynthetic process [GO:0062034]; plant-type hypersensitive response [GO:0009626]; response to other organism [GO:0051707]; systemic acquired resistance [GO:0009627]
Q9M8L5	
O22174	ethylene-activated signaling pathway [GO:0009873]
F4IE21	cellular response to cytokinin stimulus [GO:0071368]; response to glucose [GO:0009749]; response to mannose [GO:1905582]; response to sucrose [GO:0009744]
Q9M2B5	
Q9LUS6	
Q9S9V1	
Q9SMY8	auxin homeostasis [GO:0010252]; plant organ formation [GO:1905393]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q93ZX6	
Q9SMZ3	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
Q0WRJ7	photosystem II assembly [GO:0010207]
Q9FZ32	protein ubiquitination [GO:0016567]
Q9FNI9	
Q3ECE2	
P0CB27	
A8MS20	
Q56YH2	
Q8RWC5	
Q5Q0H2	
Q9FL53	
Q9SU13	
Q9LE59	homogalacturonan biosynthetic process [GO:0010289]
Q9FV81	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543]
Q9ZPZ1	cell wall organization [GO:0071555]; pectin biosynthetic process [GO:0045489]
Q9LN68	cell wall thickening [GO:0052386]; glucuronoxylan biosynthetic process [GO:0010417]; leaf development [GO:0048366]; multicellular organism reproduction [GO:0032504]; pectin biosynthetic process [GO:0045489]; xylem and phloem pattern formation [GO:0010051]
Q93ZX7	cell wall organization [GO:0071555]; pectin biosynthetic process [GO:0045489]
Q9LKR4	regulation of transcription, DNA-templated [GO:0006355]
P46688	gibberellic acid mediated signaling pathway [GO:0009740]
