Entry	Gene ontology (biological process)
Q23280	chaperone-mediated protein complex assembly [GO:0051131]; protein folding [GO:0006457]
Q19087	
P34283	piRNA metabolic process [GO:0034587]; production of siRNA involved in RNA interference [GO:0030422]; regulation of production of siRNA involved in RNA interference [GO:0090065]; RNA methylation [GO:0001510]
P34335	glycogen metabolic process [GO:0005977]
Q3Y416	calcium-mediated signaling [GO:0019722]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of protein kinase activity [GO:0045860]; protein phosphorylation [GO:0006468]; transcription, DNA-templated [GO:0006351]
O17583	chemical synaptic transmission [GO:0007268]; nervous system development [GO:0007399]; neuron-neuron synaptic transmission [GO:0007270]; positive regulation of backward locomotion [GO:1905852]; positive regulation of vulval development [GO:0040026]; protein localization [GO:0008104]; protein localization to basolateral plasma membrane [GO:1903361]; protein localization to early endosome [GO:1902946]; receptor localization to synapse [GO:0097120]; regulation of backward locomotion [GO:0043058]; response to mechanical stimulus [GO:0009612]; sensory perception of touch [GO:0050975]
P22981	associative learning [GO:0008306]; epidermal growth factor receptor signaling pathway [GO:0007173]; muscle organ development [GO:0007517]; nematode larval development [GO:0002119]; oogenesis [GO:0048477]; positive regulation of GTPase activity [GO:0043547]; positive regulation of receptor localization to synapse [GO:1902685]; positive regulation of vulval development [GO:0040026]; Ras protein signal transduction [GO:0007265]; regulation of cell fate specification [GO:0042659]; regulation of cell projection organization [GO:0031344]; regulation of vulval development [GO:0040028]; reproduction [GO:0000003]; short-term memory [GO:0007614]; vulval cell fate specification [GO:0072327]
Q9XW87	protein import into peroxisome matrix [GO:0016558]; protein processing [GO:0016485]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein targeting to peroxisome [GO:0006625]
Q19468	lipid modification [GO:0030258]; multicellular organism growth [GO:0035264]; nematode larval development [GO:0002119]; oviposition [GO:0018991]; phosphatidylinositol biosynthetic process [GO:0006661]
Q22915	
Q21955	determination of adult lifespan [GO:0008340]; embryo development ending in birth or egg hatching [GO:0009792]; locomotion [GO:0040011]; nematode larval development [GO:0002119]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of fatty acid metabolic process [GO:0019217]; regulation of gene expression [GO:0010468]; regulation of multicellular organism growth [GO:0040014]; regulation of transcription by RNA polymerase II [GO:0006357]; sequestering of triglyceride [GO:0030730]
Q8I113	behavioral response to nicotine [GO:0035095]; determination of adult lifespan [GO:0008340]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; regulation of protein deneddylation [GO:0060625]
P53019	
Q93169	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
Q09416	
O18087	
Q9XYB7	cell differentiation [GO:0030154]; cholesterol homeostasis [GO:0042632]; lipid homeostasis [GO:0055088]; lipid metabolic process [GO:0006629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q22523	
O18048	
G5EED4	defense response to fungus [GO:0050832]; positive regulation of gene expression [GO:0010628]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; regulation of MAP kinase activity [GO:0043405]
Q21952	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; kinetochore organization [GO:0051383]; meiotic chromosome segregation [GO:0045132]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle organization [GO:0007052]; reproduction [GO:0000003]
Q20848	L-proline biosynthetic process [GO:0055129]
Q8I0P7	chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; determination of adult lifespan [GO:0008340]; negative regulation of cAMP-mediated signaling [GO:0043951]; negative regulation of cGMP-mediated signaling [GO:0010754]; phototransduction [GO:0007602]; positive regulation of gene expression [GO:0010628]; response to alkaline pH [GO:0010446]; response to hydrogen peroxide [GO:0042542]
Q867X0	ATP generation from poly-ADP-D-ribose [GO:1990966]; carbohydrate metabolic process [GO:0005975]; cellular response to DNA damage stimulus [GO:0006974]; nucleotide-sugar metabolic process [GO:0009225]; regulation of DNA repair [GO:0006282]; regulation of histone modification [GO:0031056]; response to gamma radiation [GO:0010332]
P34331	centrosome cycle [GO:0007098]; female meiosis II [GO:0007147]; meiotic chromosome segregation [GO:0045132]; mitotic cell cycle [GO:0000278]; mitotic nuclear envelope disassembly [GO:0007077]; mitotic spindle organization [GO:0007052]; polar body extrusion after meiotic divisions [GO:0040038]; positive regulation of nematode male tail tip morphogenesis [GO:0110039]; protein phosphorylation [GO:0006468]; regulation of cell cycle [GO:0051726]; regulation of cytokinesis [GO:0032465]
Q17446	behavioral response to nicotine [GO:0035095]; defense response to fungus [GO:0050832]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; hyperosmotic response [GO:0006972]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; negative regulation of neuron death [GO:1901215]; p38MAPK cascade [GO:0038066]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of gene expression [GO:0010628]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium [GO:1902097]; programmed cell death [GO:0012501]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; response to nematicide [GO:0093002]; response to osmotic stress [GO:0006970]; response to reactive oxygen species [GO:0000302]; response to superoxide [GO:0000303]
Q19775	negative regulation of stress-activated MAPK cascade [GO:0032873]
Q9XW16	sequestering of actin monomers [GO:0042989]
P34369	spliceosomal tri-snRNP complex assembly [GO:0000244]
O61394	protein glycosylation [GO:0006486]
P34689	cell differentiation [GO:0030154]; gamete generation [GO:0007276]; germ cell development [GO:0007281]; post-embryonic development [GO:0009791]; RNA metabolic process [GO:0016070]
Q93903	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; multicellular organism development [GO:0007275]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein K11-linked ubiquitination [GO:0070979]
Q27511	chromatin organization [GO:0006325]; chromatin silencing [GO:0006342]; negative regulation of cell fate specification [GO:0009996]; negative regulation of transcription, DNA-templated [GO:0045892]
Q23495	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]
O44326	canonical Wnt signaling pathway [GO:0060070]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell migration involved in gastrulation [GO:0042074]; cortical actin cytoskeleton organization [GO:0030866]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic body morphogenesis [GO:0010172]; establishment of mitotic spindle orientation [GO:0000132]; left/right axis specification [GO:0070986]; negative regulation of cell division [GO:0051782]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of protein localization [GO:0032880]
Q93714	isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]
Q09626	dauer larval development [GO:0040024]; negative regulation of dauer entry [GO:1905910]; regulation of synaptic growth at neuromuscular junction [GO:0008582]
Q7JP68	peptidyl-serine phosphorylation [GO:0018105]; signal transduction [GO:0007165]
Q21734	intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]
P14585	cell-cell signaling involved in cell fate commitment [GO:0045168]; cell fate specification [GO:0001708]; dauer exit [GO:0043054]; nematode larval development [GO:0002119]; Notch signaling pathway [GO:0007219]; oviposition [GO:0018991]; positive regulation of mesodermal cell fate specification [GO:0048337]; regulation of cell fate specification [GO:0042659]; regulation of mesodermal cell fate specification [GO:0042661]; regulation of vulval development [GO:0040028]; vulval development [GO:0040025]
Q09377	positive regulation of gene expression [GO:0010628]; protein localization to nucleus [GO:0034504]; protein stabilization [GO:0050821]; regulation of translation [GO:0006417]; vulval development [GO:0040025]
D5MCN2	oogenesis [GO:0048477]
Q19832	
Q18461	
Q21657	molybdopterin cofactor metabolic process [GO:0043545]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
O01763	7-methylguanosine mRNA capping [GO:0006370]; gene silencing by RNA [GO:0031047]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]
P34322	cation transport [GO:0006812]; cellular calcium ion homeostasis [GO:0006874]
P91828	pharyngeal pumping [GO:0043050]; pharynx development [GO:0060465]
Q9XUB9	cellular response to calcium ion [GO:0071277]; receptor localization to synapse [GO:0097120]
Q19345	hormone-mediated signaling pathway [GO:0009755]; molting cycle, collagen and cuticulin-based cuticle [GO:0018996]; multicellular organism development [GO:0007275]; positive regulation of nematode male tail tip morphogenesis [GO:0110039]; positive regulation of transcription by RNA polymerase II [GO:0045944]; tissue development [GO:0009888]
Q9TW67	cell redox homeostasis [GO:0045454]; glycoprotein catabolic process [GO:0006516]; negative regulation of collateral sprouting [GO:0048671]; protein deglycosylation [GO:0006517]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; ubiquitin-dependent ERAD pathway [GO:0030433]
O18086	
O01739	D-amino acid metabolic process [GO:0046416]
O45595	negative regulation of telomere maintenance via telomere lengthening [GO:1904357]
Q94124	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; axon extension involved in axon guidance [GO:0048846]; cortical cytoskeleton organization [GO:0030865]; dorsal/ventral axon guidance [GO:0033563]; engulfment of apoptotic cell [GO:0043652]; establishment or maintenance of cell polarity [GO:0007163]; motor neuron axon guidance [GO:0008045]; neuron migration [GO:0001764]; neuron projection morphogenesis [GO:0048812]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; small GTPase mediated signal transduction [GO:0007264]
A0A131MBU3	innate immune response [GO:0045087]
Q21123	ion transport [GO:0006811]
Q95Q98	
Q20689	stress response to copper ion [GO:1990169]
P34341	cell division [GO:0051301]; chromosome organization [GO:0051276]; meiotic chromosome condensation [GO:0010032]; mitotic sister chromatid segregation [GO:0000070]; mitotic sister chromatid separation [GO:0051306]
Q93789	lipid catabolic process [GO:0016042]
Q21281	cell adhesion [GO:0007155]; multicellular organism development [GO:0007275]
Q7Z0M7	
Q9NEU5	positive regulation of cellular respiration [GO:1901857]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]
O17286	positive regulation of transcription, DNA-templated [GO:0045893]; regulation of gene expression [GO:0010468]; tissue development [GO:0009888]
Q09644	mitochondrial respiratory chain complex I assembly [GO:0032981]
Q9U539	determination of adult lifespan [GO:0008340]; organic cation transport [GO:0015695]
Q9NHZ6	positive regulation of protein catabolic process [GO:0045732]
P41951	
Q93841	CDP-diacylglycerol biosynthetic process [GO:0016024]; phosphatidic acid biosynthetic process [GO:0006654]
Q9XUE6	GDP-mannose biosynthetic process [GO:0009298]; mannose metabolic process [GO:0006013]; protein N-linked glycosylation [GO:0006487]; protein targeting to ER [GO:0045047]
Q18115	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein catabolic process [GO:0042176]
Q22670	regulation of GTPase activity [GO:0043087]
P34431	
O76512	embryonic genitalia morphogenesis [GO:0030538]; ncRNA metabolic process [GO:0034660]; nuclear mRNA surveillance of spliceosomal pre-mRNA splicing [GO:0071030]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; RNA interference [GO:0016246]
P91124	dense core granule maturation [GO:1990502]; neurotransmitter transport [GO:0006836]; regulation of locomotion involved in locomotory behavior [GO:0090325]; regulation of neurotransmitter secretion [GO:0046928]; regulation of transport [GO:0051049]
Q23376	negative regulation of signal transduction [GO:0009968]
Q93561	endocytosis [GO:0006897]; endoplasmic reticulum unfolded protein response [GO:0030968]; protein transport [GO:0015031]; response to misfolded protein [GO:0051788]; ubiquitin-dependent ERAD pathway [GO:0030433]
O01971	chromosome segregation [GO:0007059]; mitotic cytokinesis [GO:0000281]; response to X-ray [GO:0010165]
Q23221	acetylcholine secretion, neurotransmission [GO:0014055]; collagen and cuticulin-based cuticle development [GO:0040002]; defecation [GO:0030421]; endocytic recycling [GO:0032456]; locomotion [GO:0040011]; multicellular organism growth [GO:0035264]; muscle contraction [GO:0006936]; oviposition [GO:0018991]; pharyngeal pumping [GO:0043050]; protein localization [GO:0008104]; regulation of innate immune response [GO:0045088]; serotonin secretion [GO:0001820]; unsaturated fatty acid biosynthetic process [GO:0006636]
Q18406	exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]
Q564Q1	cuticle development [GO:0042335]; defense response to Gram-positive bacterium [GO:0050830]; embryo development ending in birth or egg hatching [GO:0009792]; galactose catabolic process via UDP-galactose [GO:0033499]; galactose metabolic process [GO:0006012]; gonad morphogenesis [GO:0035262]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; nematode larval development [GO:0002119]; positive regulation of vulval development [GO:0040026]; regulation of distal tip cell migration [GO:1903354]
Q27536	galactose catabolic process via UDP-galactose [GO:0033499]
P46577	
Q95ZW1	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; regulation of vesicle targeting, to, from or within Golgi [GO:0048209]; vesicle fusion [GO:0006906]
Q11107	multicellular organism development [GO:0007275]; negative regulation of vulval development [GO:0040027]; regulation of gene expression [GO:0010468]; reproduction [GO:0000003]
Q9NDC9	brain morphogenesis [GO:0048854]; cell division [GO:0051301]; chiasma assembly [GO:0051026]; embryo development ending in birth or egg hatching [GO:0009792]; engulfment of apoptotic cell [GO:0043652]; establishment of mitotic spindle orientation [GO:0000132]; germ cell development [GO:0007281]; locomotion [GO:0040011]; maintenance of centrosome location [GO:0051661]; microtubule-based movement [GO:0007018]; microtubule organizing center organization [GO:0031023]; microtubule sliding [GO:0051012]; mitotic centrosome separation [GO:0007100]; nuclear migration [GO:0007097]; oogenesis [GO:0048477]; pronuclear migration [GO:0035046]; regulation of microtubule motor activity [GO:2000574]; retrograde axonal transport [GO:0008090]; spindle assembly [GO:0051225]; synaptic transmission, GABAergic [GO:0051932]; synaptic vesicle transport [GO:0048489]; vesicle transport along microtubule [GO:0047496]
O44836	collagen catabolic process [GO:0030574]; defense response to Gram-negative bacterium [GO:0050829]; determination of adult lifespan [GO:0008340]; ecdysis, collagen and cuticulin-based cuticle [GO:0042395]; extracellular matrix organization [GO:0030198]; heat acclimation [GO:0010286]; larval development [GO:0002164]; negative regulation of protein import into nucleus [GO:0042308]; negative regulation of protein oxidation [GO:1904807]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; positive regulation of cellular response to heat [GO:1900036]; positive regulation of cholesterol import [GO:1904109]; positive regulation of eating behavior [GO:1904000]; positive regulation of gene expression [GO:0010628]; positive regulation of locomotion [GO:0040017]
Q09357	cell division [GO:0051301]; centrosome cycle [GO:0007098]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic cell cycle [GO:0051321]; rRNA base methylation [GO:0070475]; vulval development [GO:0040025]
Q21276	ribosome biogenesis [GO:0042254]
O17580	cell differentiation [GO:0030154]; gonadal mesoderm development [GO:0007506]; negative regulation of histone acetylation [GO:0035067]; negative regulation of transcription by RNA polymerase II [GO:0000122]; ribosomal large subunit biogenesis [GO:0042273]
P34389	cholesterol homeostasis [GO:0042632]; cholesterol transport [GO:0030301]; dauer larval development [GO:0040024]; vulval development [GO:0040025]
Q965W2	regulation of transcription by RNA polymerase II [GO:0006357]
Q9TZ99	regulation of transcription by RNA polymerase II [GO:0006357]
Q23236	nucleoside diphosphate metabolic process [GO:0009132]
Q95ZN4	defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]; neuropeptide signaling pathway [GO:0007218]
Q21037	DNA replication [GO:0006260]
Q95ZI6	
Q09451	
Q21534	lipid catabolic process [GO:0016042]; phosphatidylcholine metabolic process [GO:0046470]
Q11117	establishment of protein localization to organelle [GO:0072594]
Q20497	multicellular organism development [GO:0007275]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of vulval development [GO:0040027]; regulation of transcription by RNA polymerase II [GO:0006357]
A0A0K3AV08	activation of MAPK activity [GO:0000187]; axon regeneration [GO:0031103]; defense response to Gram-negative bacterium [GO:0050829]; determination of adult lifespan [GO:0008340]; p38MAPK cascade [GO:0038066]; positive regulation of axon extension involved in regeneration [GO:0048691]; positive regulation of axon regeneration [GO:0048680]; positive regulation of protein phosphorylation [GO:0001934]; protein phosphorylation [GO:0006468]; response to copper ion [GO:0046688]; response to starvation [GO:0042594]; signal transduction [GO:0007165]
Q95X35	GPI anchor biosynthetic process [GO:0006506]; vesicle-mediated transport [GO:0016192]
Q23359	establishment of chromosome localization [GO:0051303]; meiotic nuclear envelope disassembly [GO:0051078]; negative regulation of meiotic cell cycle process involved in oocyte maturation [GO:1904145]; negative regulation of ovulation [GO:0060280]; negative regulation of translation [GO:0017148]; oocyte growth [GO:0001555]; oocyte maturation [GO:0001556]; oocyte morphogenesis [GO:0048601]; positive regulation of embryonic development [GO:0040019]; positive regulation of fertilization [GO:1905516]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of meiotic cell cycle process involved in oocyte maturation [GO:1904146]; positive regulation of oocyte development [GO:0060282]; positive regulation of oocyte maturation [GO:1900195]; protein localization to chromatin [GO:0071168]
Q19272	chiasma assembly [GO:0051026]; homologous chromosome segregation [GO:0045143]; mismatch repair [GO:0006298]; reciprocal meiotic recombination [GO:0007131]
Q20191	
Q19269	
Q21180	molting cycle, collagen and cuticulin-based cuticle [GO:0018996]
O02151	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357]
Q09528	
P35449	potassium ion transmembrane transport [GO:0071805]; regulation of intracellular pH [GO:0051453]; sodium ion import across plasma membrane [GO:0098719]; sodium ion transport [GO:0006814]
O76828	regulation of transcription by RNA polymerase II [GO:0006357]
O17972	determination of adult lifespan [GO:0008340]; neuronal signal transduction [GO:0023041]; non-motile cilium assembly [GO:1905515]; protein localization [GO:0008104]; response to hermaphrodite contact [GO:0034606]; turning behavior involved in mating [GO:0034607]
O45521	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q6BER5	multicellular organism development [GO:0007275]; nucleosome mobilization [GO:0042766]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q21653	actin cytoskeleton organization [GO:0030036]; intracellular signal transduction [GO:0035556]; response to oxidative stress [GO:0006979]
Q18040	arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to proline via ornithine [GO:0010121]; L-proline biosynthetic process [GO:0055129]
Q9XVS7	poly(A)+ mRNA export from nucleus [GO:0016973]
Q10944	
G5EFU0	activation of protein kinase activity [GO:0032147]; nematode larval development [GO:0002119]; regulation of axonogenesis [GO:0050770]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
O44156	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q09583	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q23237	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q9N3S2	gene silencing by RNA [GO:0031047]; regulation of gene silencing by miRNA [GO:0060964]; regulation of translation [GO:0006417]
Q18246	cellular response to cAMP [GO:0071320]; collagen and cuticulin-based cuticle development [GO:0040002]; epidermis development [GO:0008544]; negative regulation of synaptic vesicle exocytosis [GO:2000301]; Rap protein signal transduction [GO:0032486]
Q21005	chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
P55954	mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]
G5EBM1	activation of cysteine-type endopeptidase activity [GO:0097202]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; negative regulation of cellular response to manganese ion [GO:1905803]; positive regulation of apoptotic process involved in development [GO:1904747]; positive regulation of cellular response to gamma radiation [GO:1905845]; positive regulation of neuron apoptotic process [GO:0043525]; protein autoprocessing [GO:0016540]; protein processing [GO:0016485]
Q22498	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; organelle transport along microtubule [GO:0072384]; protein secretion [GO:0009306]
P43509	proteolysis involved in cellular protein catabolic process [GO:0051603]
O45734	apoptotic cell clearance [GO:0043277]; immune response [GO:0006955]; lipid droplet disassembly [GO:1905691]; positive regulation of vitellogenesis [GO:1903188]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of apoptosis involved in tissue homeostasis [GO:0060785]; regulation of protein processing [GO:0070613]
P52010	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]
P92172	BMP signaling pathway [GO:0030509]; cellular response to cGMP [GO:0071321]; cellular response to pheromone [GO:0071444]; dauer entry [GO:0043053]; dauer larval development [GO:0040024]; defense response to Gram-negative bacterium [GO:0050829]; detection of bacterium [GO:0016045]; detection of molecule of bacterial origin [GO:0032490]; determination of adult lifespan [GO:0008340]; larval feeding behavior [GO:0030536]; negative regulation of dauer larval development [GO:0061067]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of dauer larval development [GO:0061065]; regulation of eating behavior [GO:1903998]; regulation of pharyngeal pumping [GO:0043051]; response to temperature stimulus [GO:0009266]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q9XU98	
P34678	protein O-linked glycosylation via threonine [GO:0018243]
P91550	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
P34497	glutamine biosynthetic process [GO:0006542]
Q86GV3	cGMP biosynthetic process [GO:0006182]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; olfactory behavior [GO:0042048]; receptor guanylyl cyclase signaling pathway [GO:0007168]; sensory perception of chemical stimulus [GO:0007606]; sensory processing [GO:0050893]; signal transduction [GO:0007165]
O18276	chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
P46578	autophagy [GO:0006914]; endosomal transport [GO:0016197]; endosome to lysosome transport [GO:0008333]; regulation of autophagosome maturation [GO:1901096]
O17323	apoptotic process [GO:0006915]; cellular response to DNA damage stimulus [GO:0006974]; chromatin organization [GO:0006325]; histone deacetylation [GO:0016575]; intracellular signal transduction [GO:0035556]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of neuron differentiation [GO:0045664]
O01833	chromosome condensation [GO:0030261]; negative regulation of chromatin silencing [GO:0031936]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]; nucleosome positioning [GO:0016584]; regulation of transcription, DNA-templated [GO:0006355]
Q27489	
Q09652	glutathione metabolic process [GO:0006749]; innate immune response [GO:0045087]
Q19503	animal organ morphogenesis [GO:0009887]; brain development [GO:0007420]; embryonic organ development [GO:0048568]; eye development [GO:0001654]; neuron development [GO:0048666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
P20270	multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]
G5EDW2	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; anterior/posterior pattern specification [GO:0009952]; cell surface receptor signaling pathway [GO:0007166]; embryo development ending in birth or egg hatching [GO:0009792]; self proteolysis [GO:0097264]; sexual reproduction [GO:0019953]
P34599	protein transport [GO:0015031]
O17264	molting cycle, collagen and cuticulin-based cuticle [GO:0018996]
Q18439	
Q93542	molting cycle, collagen and cuticulin-based cuticle [GO:0018996]
Q9N5R0	
P02566	locomotion [GO:0040011]; muscle contraction [GO:0006936]; oviposition [GO:0018991]; skeletal muscle myosin thick filament assembly [GO:0030241]
O44857	olfactory learning [GO:0008355]; regulation of chemotaxis [GO:0050920]
Q9XXN3	lipid metabolic process [GO:0006629]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of triglyceride biosynthetic process [GO:0010867]; regulation of nuclear division [GO:0051783]
Q9N4D8	neuropeptide signaling pathway [GO:0007218]; positive regulation of defecation [GO:2000294]
P24896	electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]
O01840	dipeptide transport [GO:0042938]; protein transport [GO:0015031]; proton transmembrane transport [GO:1902600]
P34713	defense response to Gram-negative bacterium [GO:0050829]; innate immune response [GO:0045087]; response to metal ion [GO:0010038]; stress response to cadmium ion [GO:1990170]; transmembrane transport [GO:0055085]
O18054	microtubule-based process [GO:0007017]; protein folding [GO:0006457]; tubulin complex assembly [GO:0007021]
Q20085	cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]; multicellular organism development [GO:0007275]
P91477	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q27488	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
O76387	
G5EC24	muscle organ development [GO:0007517]; nematode larval development [GO:0002119]; oogenesis [GO:0048477]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of Ras protein signal transduction [GO:0046579]; positive regulation of vulval development [GO:0040026]; regulation of cell projection organization [GO:0031344]
Q22038	actomyosin contractile ring assembly [GO:0000915]; cell migration [GO:0016477]; multicellular organism development [GO:0007275]; myosin filament assembly [GO:0031034]; positive regulation of acetylcholine secretion, neurotransmission [GO:0014057]; positive regulation of locomotion [GO:0040017]; regulation of actin filament-based process [GO:0032970]; skeletal muscle myosin thick filament assembly [GO:0030241]; small GTPase mediated signal transduction [GO:0007264]
P48152	positive regulation of apoptotic signaling pathway [GO:2001235]; translation [GO:0006412]
Q95Y04	cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit assembly [GO:0000028]
O44740	cell division [GO:0051301]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic spindle organization [GO:0000212]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]
Q6BER6	regulation of transcription by RNA polymerase II [GO:0006357]
Q93367	negative regulation of apoptotic process [GO:0043066]; negative regulation of gene expression [GO:0010629]; regulation of gene silencing [GO:0060968]
Q11068	protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]
Q10665	histone H3-K27 methylation [GO:0070734]; histone methylation [GO:0016571]; multicellular organism development [GO:0007275]; regulation of gene expression [GO:0010468]
