Entry	Gene ontology (biological process)
P38972	'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]; purine nucleotide biosynthetic process [GO:0006164]
P40086	heme A biosynthetic process [GO:0006784]
P53959	cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; intra-Golgi vesicle-mediated transport [GO:0006891]
P53053	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; vesicle-mediated transport [GO:0016192]
P69850	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]
Q03957	cellular response to DNA damage stimulus [GO:0006974]; mRNA 3'-end processing [GO:0031124]; peptidyl-serine phosphorylation [GO:0018105]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of translational fidelity [GO:0045903]; protein phosphorylation [GO:0006468]; transcription elongation from RNA polymerase II promoter [GO:0006368]; translational initiation [GO:0006413]
P24783	messenger ribonucleoprotein complex assembly [GO:1990120]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; termination of RNA polymerase II transcription [GO:0006369]
P25615	base-excision repair [GO:0006284]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]
Q06053	tRNA modification [GO:0006400]
Q8TGJ3	intracellular transport [GO:0046907]; protein secretion [GO:0009306]
P39002	long-chain fatty acid metabolic process [GO:0001676]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]
P36016	cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; posttranslational protein targeting to membrane, translocation [GO:0031204]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; vesicle-mediated transport [GO:0016192]
P07702	lysine biosynthetic process via aminoadipic acid [GO:0019878]
P38851	intracellular sterol transport [GO:0032366]; positive regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045737]
P38999	lysine biosynthetic process via aminoadipic acid [GO:0019878]
Q07923	apoptotic process [GO:0006915]; cellular response to oxidative stress [GO:0034599]; cytoplasmic sequestering of transcription factor [GO:0042994]
Q06406	maturation of SSU-rRNA [GO:0030490]; mRNA splicing, via spliceosome [GO:0000398]; tRNA processing [GO:0008033]
P47093	mRNA splicing, via spliceosome [GO:0000398]; RNA metabolic process [GO:0016070]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
P53237	positive regulation of GTPase activity [GO:0043547]; positive regulation of TORC1 signaling [GO:1904263]
P38304	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q01846	mitochondrion inheritance [GO:0000001]; nucleus inheritance [GO:0048310]; vacuole-ER tethering [GO:1990854]
P36013	cellular amino acid metabolic process [GO:0006520]; malate metabolic process [GO:0006108]; pyruvate metabolic process [GO:0006090]
P41948	ammonium transport [GO:0015696]; nitrogen utilization [GO:0019740]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; pseudohyphal growth [GO:0007124]
P34162	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus [GO:0010689]; negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels [GO:0010691]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]
P41821	calcium ion import across plasma membrane [GO:0098703]; calcium ion transport [GO:0006816]
P40457	mRNA export from nucleus [GO:0006406]; negative regulation of protein import into nucleus during spindle assembly checkpoint [GO:1901925]; poly(A)+ mRNA export from nucleus [GO:0016973]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; protein import into nucleus [GO:0006606]; regulation of transcription, DNA-templated [GO:0006355]; spindle pole body organization [GO:0051300]; telomere tethering at nuclear periphery [GO:0034398]; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]
P40573	cysteine biosynthetic process [GO:0019344]; methionine biosynthetic process [GO:0009086]; positive regulation of transcription regulatory region DNA binding [GO:2000679]; regulation of sulfur amino acid metabolic process [GO:0031335]; regulation of transcription by RNA polymerase II [GO:0006357]
Q07980	mismatch repair [GO:0006298]; reciprocal meiotic recombination [GO:0007131]
P40562	DNA replication, Okazaki fragment processing [GO:0033567]; donor selection [GO:0007535]; double-strand break repair via synthesis-dependent strand annealing [GO:0045003]; interstrand cross-link repair [GO:0036297]; negative regulation of strand invasion [GO:0060543]; recombinational repair [GO:0000725]; replication fork reversal [GO:0071932]
Q06106	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; nuclear mRNA surveillance [GO:0071028]; poly(A)+ mRNA export from nucleus [GO:0016973]; regulation of mRNA stability involved in response to oxidative stress [GO:2000815]; small-subunit processome assembly [GO:0034462]
P36010	cellular response to DNA damage stimulus [GO:0006974]; CTP biosynthetic process [GO:0006241]; DNA repair [GO:0006281]; GTP biosynthetic process [GO:0006183]; nucleoside diphosphate phosphorylation [GO:0006165]; nucleoside triphosphate biosynthetic process [GO:0009142]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; UTP biosynthetic process [GO:0006228]
Q12460	rRNA 2'-O-methylation [GO:0000451]; rRNA methylation [GO:0031167]; rRNA modification [GO:0000154]; rRNA processing [GO:0006364]
P32494	chromatin organization [GO:0006325]; histone acetylation [GO:0016573]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; regulation of transcription by RNA polymerase II [GO:0006357]; replicative cell aging [GO:0001302]
Q12066	maintenance of rDNA [GO:0043007]; regulation of exit from mitosis [GO:0007096]
P04147	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060211]; regulation of translational initiation [GO:0006446]
P00950	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
Q03760	maintenance of RNA location [GO:0051237]; mRNA transport [GO:0051028]
P53218	intronic box C/D snoRNA processing [GO:0034965]; nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
P32264	L-proline biosynthetic process [GO:0055129]; proline biosynthetic process [GO:0006561]; ribophagy [GO:0034517]
P40968	generation of catalytic spliceosome for second transesterification step [GO:0000350]; mRNA 3'-splice site recognition [GO:0000389]; mRNA branch site recognition [GO:0000348]
P49704	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]; spliceosomal tri-snRNP complex assembly [GO:0000244]
P20457	DNA replication [GO:0006260]; DNA replication, synthesis of RNA primer [GO:0006269]; DNA replication initiation [GO:0006270]; double-strand break repair [GO:0006302]; lagging strand elongation [GO:0006273]
Q08641	tRNA methylation [GO:0030488]
P33309	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; positive regulation of translation [GO:0045727]; ribosome disassembly [GO:0032790]; RNA surveillance [GO:0071025]; translation [GO:0006412]
P09624	2-oxoglutarate metabolic process [GO:0006103]; cell redox homeostasis [GO:0045454]; glycine catabolic process [GO:0006546]; hydrogen peroxide metabolic process [GO:0042743]; isoleucine catabolic process [GO:0006550]; leucine catabolic process [GO:0006552]; L-serine biosynthetic process [GO:0006564]; oxidation-reduction process [GO:0055114]; pyruvate metabolic process [GO:0006090]; valine catabolic process [GO:0006574]
Q05902	glutathione catabolic process [GO:0006751]; xenobiotic metabolic process [GO:0006805]
Q03016	chromosome segregation [GO:0007059]; regulation of phosphoprotein phosphatase activity [GO:0043666]
P53154	glycerol catabolic process [GO:0019563]; glycerol transport [GO:0015793]; GPI anchor biosynthetic process [GO:0006506]
Q04806	glutathione metabolic process [GO:0006749]
P48239	glutathione metabolic process [GO:0006749]
P41921	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glutathione metabolic process [GO:0006749]; protein glutathionylation [GO:0010731]
Q05580	histone catabolic process [GO:0036205]; histone ubiquitination [GO:0016574]; mRNA destabilization [GO:0061157]; negative regulation of gene expression [GO:0010629]
P49775	DNA metabolic process [GO:0006259]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; nucleoside catabolic process [GO:0009164]
Q04178	GMP salvage [GO:0032263]; hypoxanthine metabolic process [GO:0046100]; IMP salvage [GO:0032264]; XMP salvage [GO:0032265]
P0CY07	positive regulation of mating-type specific transcription, DNA-templated [GO:0045895]; regulation of mating-type specific transcription, DNA-templated [GO:0007532]; regulation of transcription by RNA polymerase II [GO:0006357]
P40037	organonitrogen compound catabolic process [GO:1901565]
P34167	cytoplasmic translation [GO:0002181]; eukaryotic translation initiation factor 4F complex assembly [GO:0097010]; formation of translation preinitiation complex [GO:0001731]; positive regulation of ATPase activity [GO:0032781]; regulation of RNA helicase activity [GO:1902280]; translational initiation [GO:0006413]
P32481	formation of translation preinitiation complex [GO:0001731]; positive regulation of translational fidelity [GO:0045903]; translational initiation [GO:0006413]
P23301	positive regulation of cytoplasmic translational elongation through polyproline stretches [GO:1903272]; positive regulation of translational elongation [GO:0045901]; positive regulation of translational initiation [GO:0045948]; positive regulation of translational termination [GO:0045905]; translational frameshifting [GO:0006452]
P28834	glutamate biosynthetic process [GO:0006537]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]
P25626	mitochondrial translation [GO:0032543]
P41939	glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; NADP metabolic process [GO:0006739]; tricarboxylic acid cycle [GO:0006099]
P39003	carbohydrate import across plasma membrane [GO:0098704]; glucose import [GO:0046323]; hexose transmembrane transport [GO:0008645]; transmembrane transport [GO:0055085]
Q12271	endocytosis [GO:0006897]; inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol dephosphorylation [GO:0046856]; protein transport [GO:0015031]
P32488	aerobic respiration [GO:0009060]
P40504	cell wall mannoprotein biosynthetic process [GO:0000032]; fungal-type cell wall organization [GO:0031505]; mannosylation [GO:0097502]; protein N-linked glycosylation [GO:0006487]
Q03579	ceramide biosynthetic process [GO:0046513]
P40484	mitotic cytokinesis [GO:0000281]; protein phosphorylation [GO:0006468]; regulation of exit from mitosis [GO:0007096]
P32829	ascospore formation [GO:0030437]; base-excision repair [GO:0006284]; DNA double-strand break processing involved in repair via synthesis-dependent strand annealing [GO:0010791]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; double-strand break repair via break-induced replication [GO:0000727]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; intra-S DNA damage checkpoint [GO:0031573]; maintenance of DNA trinucleotide repeats [GO:0035753]; meiotic DNA double-strand break formation [GO:0042138]; meiotic DNA double-strand break formation involved in reciprocal meiotic recombination [GO:0010780]; meiotic DNA double-strand break processing [GO:0000706]; mitochondrial double-strand break repair via homologous recombination [GO:0097552]; mitotic G2 DNA damage checkpoint [GO:0007095]; nucleoside monophosphate phosphorylation [GO:0046940]; reciprocal meiotic recombination [GO:0007131]; regulation of transcription involved in meiotic cell cycle [GO:0051037]; telomere maintenance [GO:0000723]
P38172	
P07266	Group I intron splicing [GO:0000372]; mitochondrial genome maintenance [GO:0000002]; mitochondrial RNA processing [GO:0000963]; mRNA processing [GO:0006397]
Q03079	
P43619	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]
P40215	glycolytic fermentation to ethanol [GO:0019655]; NADH oxidation [GO:0006116]; regulation of apoptotic process [GO:0042981]
P53914	mRNA modification [GO:0016556]; ribosomal small subunit biogenesis [GO:0042274]; rRNA acetylation involved in maturation of SSU-rRNA [GO:1904812]; tRNA acetylation [GO:0051391]
Q03429	mitochondrial respiratory chain complex III assembly [GO:0034551]
Q12514	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; protein ubiquitination [GO:0016567]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q12143	cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic sister chromatid segregation [GO:0000070]
Q12311	histone acetylation [GO:0016573]
Q05541	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; protein sumoylation [GO:0016925]
P43124	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; positive regulation of response to DNA damage stimulus [GO:2001022]; protein sumoylation [GO:0016925]
P13259	CDP-choline pathway [GO:0006657]; phosphatidylcholine biosynthetic process [GO:0006656]
P17967	cell redox homeostasis [GO:0045454]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; protein alpha-1,2-demannosylation [GO:0036508]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976]
P53900	cytoplasm protein quality control by the ubiquitin-proteasome system [GO:0071629]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; protein folding [GO:0006457]; tubulin complex assembly [GO:0007021]
Q07418	ER-dependent peroxisome organization [GO:0032581]; peroxisome inheritance [GO:0045033]; protein exit from endoplasmic reticulum [GO:0032527]; protein import into peroxisome membrane [GO:0045046]; protein stabilization [GO:0050821]
P39108	protein import into peroxisome matrix [GO:0016558]; protein import into peroxisome matrix, docking [GO:0016560]
Q05637	
P25578	cardiolipin biosynthetic process [GO:0032049]
Q08108	glycerophospholipid catabolic process [GO:0046475]; phosphatidylinositol metabolic process [GO:0046488]; phosphatidylserine catabolic process [GO:0006660]
P33775	ER-associated misfolded protein catabolic process [GO:0071712]; fungal-type cell wall organization [GO:0031505]; protein exit from endoplasmic reticulum [GO:0032527]; protein O-linked mannosylation [GO:0035269]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]
Q99216	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; proteasome assembly [GO:0043248]
Q02256	ascospore wall assembly [GO:0030476]; cAMP-mediated signaling [GO:0019933]; meiotic cell cycle [GO:0051321]; positive regulation of autophagosome assembly [GO:2000786]; protein dephosphorylation [GO:0006470]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit export from nucleus [GO:0000055]
P40508	
P06777	DNA amplification [GO:0006277]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via single-strand annealing, removal of nonhomologous ends [GO:0000736]; meiotic mismatch repair [GO:0000710]; mitotic recombination [GO:0006312]; nucleotide-excision repair, DNA incision, 5'-to lesion [GO:0006296]; nucleotide-excision repair involved in interstrand cross-link repair [GO:1901255]; removal of nonhomologous ends [GO:0000735]; resolution of meiotic recombination intermediates [GO:0000712]
P40474	copper ion export [GO:0060003]; drug transmembrane transport [GO:0006855]; potassium ion import across plasma membrane [GO:1990573]; transmembrane transport [GO:0055085]
Q04779	histone deacetylation [GO:0016575]; negative regulation of antisense RNA transcription [GO:0060195]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-dependent DNA replication initiation [GO:0030174]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transfer RNA gene-mediated silencing [GO:0061587]
P31373	cysteine biosynthetic process [GO:0019344]; cysteine biosynthetic process via cystathionine [GO:0019343]; positive regulation of hydrogen sulfide biosynthetic process [GO:1904828]; transsulfuration [GO:0019346]
P19158	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; cellular response to cold [GO:0070417]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to metal ion [GO:0071248]; cellular response to oxidative stress [GO:0034599]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of GTPase activity [GO:0043547]
P36115	autophagy [GO:0006914]; cellular response to starvation [GO:0009267]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; fungal-type cell wall organization [GO:0031505]; inositol lipid-mediated signaling [GO:0048017]; lipid metabolic process [GO:0006629]; rDNA heterochromatin assembly [GO:0000183]
P17119	cell division [GO:0051301]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; meiotic cell cycle [GO:0051321]; microtubule-based movement [GO:0007018]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid cohesion [GO:0007064]; mitotic spindle assembly [GO:0090307]; nuclear migration involved in conjugation with cellular fusion [GO:0000743]; regulation of mitotic spindle organization [GO:0060236]
P32895	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
P06242	7-methylguanosine mRNA capping [GO:0006370]; cell cycle [GO:0007049]; cell division [GO:0051301]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; phosphorylation of RNA polymerase II C-terminal domain involved in recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:1901921]; phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter [GO:1903654]; phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex [GO:1900018]; positive regulation of Atg1/ULK1 kinase complex assembly [GO:1905866]; positive regulation of autophagy [GO:0010508]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein phosphorylation [GO:0006468]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]
P32487	amino acid transmembrane transport [GO:0003333]; basic amino acid transport [GO:0015802]
Q07508	mRNA splice site selection [GO:0006376]
P03873	mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
P38880	cellular ion homeostasis [GO:0006873]; mitochondrion inheritance [GO:0000001]; mitochondrion organization [GO:0007005]; regulation of cardiolipin metabolic process [GO:1900208]
P38782	positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]
P53390	ammonium transport [GO:0015696]; nitrogen utilization [GO:0019740]
P36112	cristae formation [GO:0042407]; mitochondrion morphogenesis [GO:0070584]; protein import into mitochondrial intermembrane space [GO:0045041]
P05694	methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]
P53157	mitochondrial pyruvate transmembrane transport [GO:0006850]
P40567	mRNA splicing, via spliceosome [GO:0000398]
P08536	cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; methionine biosynthetic process [GO:0009086]; sulfate assimilation [GO:0000103]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]; sulfate assimilation via adenylyl sulfate reduction [GO:0010134]; sulfur amino acid metabolic process [GO:0000096]
P28737	protein targeting to mitochondrion [GO:0006626]
Q03834	interstrand cross-link repair [GO:0036297]; maintenance of DNA repeat elements [GO:0043570]; meiotic mismatch repair [GO:0000710]; mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]; pyrimidine dimer repair [GO:0006290]; replication fork arrest [GO:0043111]
P38335	
P47095	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
P40959	plasma membrane tubulation [GO:0097320]; protein targeting to vacuole [GO:0006623]; retrograde transport, endosome to Golgi [GO:0042147]
Q12493	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]
P32860	intracellular sequestering of iron ion [GO:0006880]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]; protein maturation by iron-sulfur cluster transfer [GO:0097428]
P08466	apoptotic DNA fragmentation [GO:0006309]; apoptotic process [GO:0006915]; defense response to virus [GO:0051607]; DNA catabolic process [GO:0006308]; DNA catabolic process, endonucleolytic [GO:0000737]; DNA recombination [GO:0006310]; RNA catabolic process [GO:0006401]
P36161	double-strand break repair [GO:0006302]; mRNA export from nucleus in response to heat stress [GO:0031990]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear pore distribution [GO:0031081]; poly(A)+ mRNA export from nucleus [GO:0016973]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; protein import into nucleus [GO:0006606]; regulation of transcription, DNA-templated [GO:0006355]; RNA export from nucleus [GO:0006405]; silent mating-type cassette heterochromatin assembly [GO:0030466]; telomere tethering at nuclear periphery [GO:0034398]; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]; tRNA export from nucleus [GO:0006409]
Q06810	mitotic cell cycle G1 arrest in response to pheromone [GO:0000751]; osmosensory signaling pathway [GO:0007231]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]; protein localization to plasma membrane [GO:0072659]
Q03028	aspartate transmembrane transport [GO:0015810]; malate-aspartate shuttle [GO:0043490]; mitochondrial transport [GO:0006839]
Q02201	endocytosis [GO:0006897]; exocytosis [GO:0006887]; maintenance of cell polarity [GO:0030011]; phospholipid transport [GO:0015914]; piecemeal microautophagy of the nucleus [GO:0034727]; sterol homeostasis [GO:0055092]; sterol metabolic process [GO:0016125]; sterol transport [GO:0015918]
P38151	regulation of gene expression [GO:0010468]; regulation of RNA metabolic process [GO:0051252]; telomere maintenance [GO:0000723]
P53297	maintenance of rDNA [GO:0043007]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of mRNA polyadenylation [GO:1900365]; positive regulation of translation [GO:0045727]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]; regulation of mitophagy [GO:1901524]; stress granule assembly [GO:0034063]
P53248	protein import into peroxisome matrix [GO:0016558]
P11491	dephosphorylation [GO:0016311]; nicotinamide nucleotide metabolic process [GO:0046496]; protein dephosphorylation [GO:0006470]
P19736	mRNA 5'-splice site recognition [GO:0000395]; mRNA splicing, via spliceosome [GO:0000398]
P31115	mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]
P32588	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of mRNA stability [GO:0043488]; stress granule assembly [GO:0034063]
Q06835	mRNA splicing, via spliceosome [GO:0000398]; response to xenobiotic stimulus [GO:0009410]; spliceosomal complex assembly [GO:0000245]
P38623	cellular response to oxidative stress [GO:0034599]; osmosensory signaling pathway [GO:0007231]; protein phosphorylation [GO:0006468]; regulation of meiotic nuclear division [GO:0040020]
P21827	cell cycle [GO:0007049]; cell division [GO:0051301]; nucleus organization [GO:0006997]; poly(A)+ mRNA export from nucleus [GO:0016973]; protein import into nucleus [GO:0006606]; Ran protein signal transduction [GO:0031291]; regulation of mitotic spindle assembly [GO:1901673]; response to pheromone [GO:0019236]; ribosomal subunit export from nucleus [GO:0000054]; rRNA export from nucleus [GO:0006407]
Q99188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]
P09938	deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]
Q07505	
P38073	
Q05040	re-entry into mitotic cell cycle after pheromone arrest [GO:0000321]
P39993	actin cytoskeleton organization [GO:0030036]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; macroautophagy [GO:0016236]; regulation of ARF protein signal transduction [GO:0032012]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; secretory granule organization [GO:0033363]
Q04080	attachment of GPI anchor to protein [GO:0016255]
Q12438	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]
P37291	cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
P39996	
P14064	carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]; regulation of cellular respiration [GO:0043457]
P40079	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]
P25369	actin cortical patch localization [GO:0051666]; actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; endocytosis [GO:0006897]
Q12230	eisosome assembly [GO:0070941]; endocytosis [GO:0006897]; negative regulation of protein kinase activity [GO:0006469]; response to heat [GO:0009408]
P38203	mRNA splicing, via spliceosome [GO:0000398]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
P07866	asymmetric protein localization to new mitotic spindle pole body [GO:0061510]; cell division [GO:0051301]; mitotic spindle orientation checkpoint [GO:0031578]; positive regulation of exit from mitosis [GO:0031536]; small GTPase mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]
P33308	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA polymerase II preinitiation complex assembly [GO:0051123]
P23493	aerobic respiration [GO:0009060]
P40081	
P25573	protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
Q12374	aerobic respiration [GO:0009060]; mRNA metabolic process [GO:0016071]
P25353	cellular response to phosphate starvation [GO:0016036]; nucleoside triphosphate metabolic process [GO:0009141]; phosphate-containing compound metabolic process [GO:0006796]
P32495	box H/ACA snoRNP assembly [GO:0000493]; cleavage involved in rRNA processing [GO:0000469]; maturation of LSU-rRNA [GO:0000470]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]
P34909	deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; proteasomal protein catabolic process [GO:0010498]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]
Q06162	cell division [GO:0051301]; chromosome segregation [GO:0007059]; meiotic cell cycle [GO:0051321]
