Entry	Gene ontology (cellular component)
Q503U1	
F1R6I3	M band [GO:0031430]
Q08BI9	calcium channel complex [GO:0034704]; integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; uniplex complex [GO:1990246]
Q8UUZ1	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6NYB4	nucleus [GO:0005634]
Q2PW47	mediator complex [GO:0016592]
Q6PGZ3	axoneme [GO:0005930]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; intraciliary transport particle B [GO:0030992]
A2VD33	
Q803Q2	centrosome [GO:0005813]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; microtubule [GO:0005874]; spindle [GO:0005819]
A4IGD2	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; rough endoplasmic reticulum membrane [GO:0030867]
E7EZG2	cytoplasm [GO:0005737]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; myosin complex [GO:0016459]; synapse [GO:0045202]
Q7T322	cytoplasm [GO:0005737]; NatC complex [GO:0031417]
Q6DBY2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; NatA complex [GO:0031415]; nucleus [GO:0005634]
A1XQX1	integral component of membrane [GO:0016021]
Q4VBT2	integral component of membrane [GO:0016021]; Noc4p-Nop14p complex [GO:0030692]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
Q8AYM7	integral component of plasma membrane [GO:0005887]; photoreceptor outer segment [GO:0001750]
Q6DBV4	
Q503Y7	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; spindle [GO:0005819]
Q1JPZ7	commitment complex [GO:0000243]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]
F1R2X6	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; spermatoproteasome complex [GO:1990111]
Q504F3	
Q7ZWF4	endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
A3QK15	cytosol [GO:0005829]
Q3LSS0	post-mRNA release spliceosomal complex [GO:0071014]
A3KQV2	membrane [GO:0016020]
Q67FY3	beta-catenin-TCF complex [GO:1990907]; nucleus [GO:0005634]
A3KNI7	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q1LY10	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]
P53544	nucleus [GO:0005634]
Q8JH55	nucleus [GO:0005634]
Q9PWM2	nucleus [GO:0005634]
O42370	nucleus [GO:0005634]
Q4TTN8	extracellular space [GO:0005615]
Q98SP7	BBSome [GO:0034464]; ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; membrane [GO:0016020]; motile cilium [GO:0031514]; neuron projection [GO:0043005]
Q08C53	ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]
Q08CF3	centrosome [GO:0005813]
Q6IQP3	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; sarcoplasmic reticulum lumen [GO:0033018]
Q66IB8	
Q0P485	adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]
Q7SY49	cytoplasmic vesicle membrane [GO:0030659]
F1QR98	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q90476	nucleus [GO:0005634]; protein-containing complex [GO:0032991]
B0R160	chromosome, telomeric region [GO:0000781]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; nuclear origin of replication recognition complex [GO:0005664]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]
Q66PG2	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q5RIM0	
Q6NWH2	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
Q08CS6	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; secretory granule membrane [GO:0030667]
Q7ZV22	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q6DHP6	lamin filament [GO:0005638]
P0DP88	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
C5H5C4	extracellular region [GO:0005576]
Q503P2	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q6TGW5	cytoplasm [GO:0005737]
Q08BB2	extracellular space [GO:0005615]
Q7SZK7	centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]
Q7ZWG6	integral component of membrane [GO:0016021]
Q7ZU29	nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]
F1QB54	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q1RMA6	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
A4QNW7	
Q90435	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6JWV8	integral component of membrane [GO:0016021]; membrane [GO:0016020]; sarcolemma [GO:0042383]
Q6P950	protein phosphatase type 1 complex [GO:0000164]
Q6IQE0	nucleus [GO:0005634]
Q1L9C7	nucleus [GO:0005634]
Q6AZD4	integral component of membrane [GO:0016021]; mitochondrial inner membrane peptidase complex [GO:0042720]
A1L1F6	nucleus [GO:0005634]
Q6NVC9	cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]
A2BID5	plasma membrane [GO:0005886]
A3KMR8	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
F1QGZ6	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q2QCI8	mediator complex [GO:0016592]; nucleus [GO:0005634]
Q0VA82	integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]
Q5BLE2	integral component of plasma membrane [GO:0005887]; mitochondrial outer membrane [GO:0005741]
O42376	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P51047	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q7SZC5	integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; nuclear pore transmembrane ring [GO:0070762]
Q6NZ13	extracellular space [GO:0005615]
E7FCP8	mitochondrial matrix [GO:0005759]
Q1ECW2	nucleus [GO:0005634]; postsynapse [GO:0098794]
Q1ED21	nucleoplasm [GO:0005654]
Q9MIZ0	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex I [GO:0005747]
Q503C8	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6PHL4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q503Y4	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q8AYM8	integral component of plasma membrane [GO:0005887]; photoreceptor outer segment [GO:0001750]
Q9YI98	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
A5PMF7	photoreceptor outer segment [GO:0001750]
Q6NXB2	basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; presynapse [GO:0098793]; synapse [GO:0045202]
Q7SY31	chloride channel complex [GO:0034707]; integral component of plasma membrane [GO:0005887]
Q6IQE1	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q567I4	
Q0P3Z2	
Q6NZ09	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]
Q7SXW6	Arp2/3 protein complex [GO:0005885]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
Q90469	nucleus [GO:0005634]
Q9PWM6	nucleus [GO:0005634]
Q6NY77	mitochondrion [GO:0005739]
E9QDC5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6DC37	cytoplasm [GO:0005737]
Q6NYT3	
Q503L4	
Q6TNU3	integrator complex [GO:0032039]
A0JPF9	cytosol [GO:0005829]
P0CF52	nucleus [GO:0005634]
Q08CL3	Cul3-RING ubiquitin ligase complex [GO:0031463]; Golgi apparatus [GO:0005794]; spindle [GO:0005819]
A2BIG9	cytoplasm [GO:0005737]; NatC complex [GO:0031417]; nucleus [GO:0005634]
Q1LXK5	cytosol [GO:0005829]; P-body [GO:0000932]; P granule [GO:0043186]
A8E4S7	
Q7ZTI5	mediator complex [GO:0016592]
Q9DGE2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q08BD8	mitochondrion [GO:0005739]
Q502I6	endoplasmic reticulum [GO:0005783]
Q568R1	
A3KP77	
A2CEI6	cytoplasm [GO:0005737]; nucleus [GO:0005634]; PET complex [GO:1990923]; P granule [GO:0043186]; pi-body [GO:0071546]
Q58EK4	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q6DC93	COPII vesicle coat [GO:0030127]; Cul3-RING ubiquitin ligase complex [GO:0031463]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]
Q7ZUC7	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
F1QF89	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q7ZVZ6	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q08BA6	nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q7SZP9	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q66I67	axoneme [GO:0005930]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; Golgi apparatus [GO:0005794]; intraciliary transport particle B [GO:0030992]
Q08C33	cytoplasm [GO:0005737]
Q4JL91	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]
Q90478	axonal growth cone [GO:0044295]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A5PLI4	cytoplasm [GO:0005737]
Q7T394	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule associated complex [GO:0005875]; microtubule organizing center [GO:0005815]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear envelope [GO:0005635]
Q6DG19	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9DGD9	cytoplasm [GO:0005737]; nucleus [GO:0005634]; synapse [GO:0045202]
Q7ZV46	extracellular space [GO:0005615]
Q9DGE0	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]
A5PF48	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; microvillus [GO:0005902]; myosin complex [GO:0016459]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; stereocilium membrane [GO:0060171]; vesicle [GO:0031982]
Q6DHK1	extracellular region [GO:0005576]; mitochondrion [GO:0005739]
Q2KNE5	integral component of plasma membrane [GO:0005887]
Q6PH52	chromosome [GO:0005694]; nucleus [GO:0005634]
B3DK16	nucleus [GO:0005634]; PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]
Q6P268	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; perinuclear region of cytoplasm [GO:0048471]
P26630	nucleus [GO:0005634]
A3KGZ2	
A2RRV3	nuclear speck [GO:0016607]; P-body [GO:0000932]; PML body [GO:0016605]
Q5U3N0	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]
Q98864	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
E9QJ05	mitochondrion [GO:0005739]
Q6DGQ4	
A5PLE2	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6NXD8	integral component of membrane [GO:0016021]
E7F1U2	cell-cell junction [GO:0005911]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; Golgi stack [GO:0005795]; presynapse [GO:0098793]; synapse [GO:0045202]
Q6DBX4	centrosome [GO:0005813]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q4QRF4	nucleosome [GO:0000786]; nucleus [GO:0005634]
Q5RI43	extracellular space [GO:0005615]
E7FAM5	P-body [GO:0000932]
Q6NY73	extracellular region [GO:0005576]; membrane [GO:0016020]
Q6DBU8	extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q6NYK8	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
P47805	cytosol [GO:0005829]; microtubule [GO:0005874]; nucleus [GO:0005634]
Q6DEI8	mitochondrial intermembrane space [GO:0005758]
F1QVR8	cell projection [GO:0042995]; nucleus [GO:0005634]; postsynapse [GO:0098794]; presynapse [GO:0098793]
A0JMQ7	Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q66I75	cytoplasm [GO:0005737]
Q6P0U0	
Q5BLF0	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q6PFJ7	endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]
Q5RI56	autophagosome [GO:0005776]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; recycling endosome [GO:0055037]
Q8QFX6	integral component of membrane [GO:0016021]
Q9W5Z2	nucleus [GO:0005634]
Q5TZ07	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q6PFS2	
F6P3G4	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome regulatory particle, lid subcomplex [GO:0008541]
Q566X8	nucleus [GO:0005634]
Q7ZWE6	axon cytoplasm [GO:1904115]; BLOC-1 complex [GO:0031083]; endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; melanosome membrane [GO:0033162]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; synaptic vesicle membrane [GO:0030672]
A0A2R9YJI3	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q71PD7	nuclear chromatin [GO:0000790]; nucleosome [GO:0000786]
Q7T3H2	nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
Q6AZW1	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q501V0	
Q9PVK5	cytoplasm [GO:0005737]
Q8JGR6	cytoplasm [GO:0005737]; nuclear cap binding complex [GO:0005846]; nucleus [GO:0005634]
Q6VNZ9	nucleus [GO:0005634]
Q6DEJ6	endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]
Q6YBR5	axon [GO:0030424]; cytoplasmic vesicle [GO:0031410]; dendrite [GO:0030425]; extracellular space [GO:0005615]; synaptic vesicle [GO:0008021]
Q4KMK0	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q6P6X9	nuclear membrane [GO:0031965]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]
Q5U3U0	
Q6VEU3	nucleolus [GO:0005730]
A3KNW0	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
Q6TNS7	endomembrane system [GO:0012505]
Q8UVC1	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
Q499A3	cytoplasm [GO:0005737]
A5D8S0	cell projection [GO:0042995]; centrosome [GO:0005813]; cytoplasm [GO:0005737]
Q6PGU2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q08BY1	core mediator complex [GO:0070847]; mediator complex [GO:0016592]
Q5XJS0	integral component of plasma membrane [GO:0005887]; mitochondrial outer membrane [GO:0005741]
A1L243	endoplasmic reticulum [GO:0005783]
Q6GMK0	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]
Q03356	nucleus [GO:0005634]
Q32PP1	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q6PFP6	cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]
A1A5Y0	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q6P0U9	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleus [GO:0005634]
Q6NWX7	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9W6A6	integral component of plasma membrane [GO:0005887]; photoreceptor outer segment [GO:0001750]
P79745	nucleus [GO:0005634]
Q32LQ3	EKC/KEOPS complex [GO:0000408]; mitochondrion [GO:0005739]
Q503L9	cytosol [GO:0005829]; nucleus [GO:0005634]
Q7ZYZ7	PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]
Q32PP3	nucleus [GO:0005634]
Q5D016	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]
Q6NWE1	histone acetyltransferase complex [GO:0000123]; npBAF complex [GO:0071564]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q05AL2	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q6P116	nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
A0PJT0	centrosome [GO:0005813]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]
Q9PTU1	nucleus [GO:0005634]
Q7T019	centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]
P35621	extracellular space [GO:0005615]; protein-containing complex [GO:0032991]
Q0P3U3	PET complex [GO:1990923]; P granule [GO:0043186]
Q68EH8	cytoplasm [GO:0005737]
Q98874	
F1Q514	cytosol [GO:0005829]; nucleus [GO:0005634]
Q803I2	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]
Q98TZ8	endocytic vesicle [GO:0030139]; endosome [GO:0005768]; membrane [GO:0016020]
A1A5Z0	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q6ZM63	
B0UXR0	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q5RKN4	nucleus [GO:0005634]
Q6NV04	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q5RGB8	
O73715	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
Q7ZU80	endoplasmic reticulum tubular network [GO:0071782]; endoplasmic reticulum tubular network membrane [GO:0098826]; integral component of endoplasmic reticulum membrane [GO:0030176]
Q504C1	integral component of membrane [GO:0016021]
Q98UK5	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q9YHV3	extracellular space [GO:0005615]
A0A386CAB9	inflammasome complex [GO:0061702]
P46530	integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q7SXB3	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
B3DH96	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
Q5U3P0	transcription export complex 2 [GO:0070390]
Q803E0	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q6TNS2	nucleolus [GO:0005730]
Q7ZWC4	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q5BL33	endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q7SXB5	cytoplasm [GO:0005737]; nucleus [GO:0005634]
A7MBL8	cell junction [GO:0030054]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; lamellipodium [GO:0030027]; midbody [GO:0030496]; nucleus [GO:0005634]
Q7T141	extracellular space [GO:0005615]
Q1LXK4	cytosol [GO:0005829]; P-body [GO:0000932]; P granule [GO:0043186]
Q7SZQ0	integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondria-associated endoplasmic reticulum membrane [GO:0044233]
Q7ZUW7	nucleus [GO:0005634]
Q5RGE4	nucleus [GO:0005634]
Q1LVZ2	cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]
Q7ZUL9	cytoplasm [GO:0005737]; early endosome [GO:0005769]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
A1L1W9	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
Q01703	nucleus [GO:0005634]
O42202	cytoplasm [GO:0005737]; nucleus [GO:0005634]
B0S6R1	integral component of membrane [GO:0016021]; lamellipodium membrane [GO:0031258]; SCAR complex [GO:0031209]
Q6NYU3	nucleus [GO:0005634]
A1XQX3	integral component of membrane [GO:0016021]
Q7ZWK8	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
Q6QU75	nucleus [GO:0005634]
A2CEH0	centriole [GO:0005814]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q32PL8	mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]; replication fork [GO:0005657]
Q7ZSX3	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
Q6P0F4	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
A1L1W4	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
Q7ZTY4	ESC/E(Z) complex [GO:0035098]
Q9MIY4	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]
Q502F0	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
Q66HV4	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]
Q9PUE4	COPI vesicle coat [GO:0030126]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
Q6P0H6	COP9 signalosome [GO:0008180]; cytosol [GO:0005829]; synaptic vesicle [GO:0008021]
U3JAG9	centriolar satellite [GO:0034451]; chromosome, centromeric region [GO:0000775]; cilium [GO:0005929]; extracellular region [GO:0005576]
A5PMW0	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q7T2B0	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
A9C3N6	nuclear envelope [GO:0005635]
O57457	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
Q5IGR8	Golgi apparatus [GO:0005794]; integral component of endoplasmic reticulum membrane [GO:0030176]
Q6AXJ7	
P60622	nucleus [GO:0005634]
A1IGX5	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]
Q58EB4	mitochondrion [GO:0005739]
B7SXM5	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q8AV61	endoplasmic reticulum [GO:0005783]; SREBP-SCAP-Insig complex [GO:0032937]
Q5RHH4	axoneme [GO:0005930]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]
Q568K5	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6VN46	
A3KPA3	Golgi membrane [GO:0000139]
Q6PBV6	box H/ACA snoRNP complex [GO:0031429]; small nucleolar ribonucleoprotein complex [GO:0005732]; telomerase holoenzyme complex [GO:0005697]
A7YT82	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q9MIY1	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex I [GO:0005747]; respiratory chain complex I [GO:0045271]
F1QNV4	condensed chromosome kinetochore [GO:0000777]; membrane [GO:0016020]; nuclear pore outer ring [GO:0031080]
A2CEI4	nuclear pore [GO:0005643]
Q0VIL3	extracellular region [GO:0005576]
A2RUW7	integral component of membrane [GO:0016021]
Q7ZU92	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q1RM55	cytoplasm [GO:0005737]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; ribonucleoprotein complex [GO:1990904]
F1R4C4	nucleus [GO:0005634]
Q00IB7	cytoskeleton [GO:0005856]
Q2EY14	integral component of membrane [GO:0016021]
Q90271	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q7ZTI3	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q502B0	mitochondrial large ribosomal subunit [GO:0005762]; ribonucleoprotein complex [GO:1990904]
Q6NYF0	mitochondrial matrix [GO:0005759]
A3KNN3	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F1RA39	filamentous actin [GO:0031941]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]
Q0P496	Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]
Q5RKN3	mediator complex [GO:0016592]
Q1L8D2	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q6P0D7	adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; membrane [GO:0016020]
P51049	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A3KPP3	nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
A9JRE2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
F1RCE7	mitochondrion [GO:0005739]
Q9DGJ3	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; lysosome [GO:0005764]
Q9MIY2	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex I [GO:0005747]; NADH dehydrogenase complex [GO:0030964]
Q7ZW63	condensed nuclear chromosome kinetochore [GO:0000778]; Ndc80 complex [GO:0031262]
B8JM82	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q49GP5	endosome [GO:0005768]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q32LT9	extracellular space [GO:0005615]
Q803V3	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]
A1L1F4	chromatin [GO:0000785]; nucleus [GO:0005634]
Q9W735	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cilium [GO:0005929]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; integral component of plasma membrane [GO:0005887]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; prominosome [GO:0071914]
Q08BH5	nucleus [GO:0005634]
B0S6S9	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]
Q6DH13	cytoplasm [GO:0005737]
Q2WG79	nucleus [GO:0005634]
E9QHE3	cytoplasm [GO:0005737]
