Entry	Gene ontology (cellular component)
P40032	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P16649	nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
P33122	nuclear chromatin [GO:0000790]
P14682	cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
P39547	endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]
P53874	chromosome, subtelomeric region [GO:0099115]; cytosol [GO:0005829]; nuclear replication fork [GO:0043596]; nucleolus [GO:0005730]; nucleus [GO:0005634]
P38290	nucleus [GO:0005634]
P53276	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
P53979	integral component of membrane [GO:0016021]
Q3E775	
Q12173	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
Q8TGU0	
Q12316	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
P0CX64	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
P48238	
P40341	cytoplasm [GO:0005737]; m-AAA complex [GO:0005745]; mitochondrial inner boundary membrane [GO:0097002]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P40105	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P40856	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P32605	U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]
Q04947	cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum tubular network [GO:0071782]; Golgi apparatus [GO:0005794]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of endoplasmic reticulum membrane [GO:0030176]; mitochondrion [GO:0005739]
P10663	mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; small ribosomal subunit [GO:0015935]
P40084	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P36136	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34228	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P32564	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
P14359	cytoplasmic vesicle membrane [GO:0030659]; fungal-type vacuole [GO:0000324]; fungal-type vacuole lumen [GO:0000328]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]
P31376	mitochondrion [GO:0005739]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]
P53312	mitochondrion [GO:0005739]; succinate-CoA ligase complex [GO:0042709]
P39965	mitochondrion [GO:0005739]
Q06163	chromosome, telomeric region [GO:0000781]; nucleolus [GO:0005730]; nucleus [GO:0005634]; telomerase catalytic core complex [GO:0000333]; telomerase holoenzyme complex [GO:0005697]
Q12466	cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P87108	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739]
Q08749	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
Q04183	cytosol [GO:0005829]; early endosome [GO:0005769]; trans-Golgi network [GO:0005802]; TRAPPII protein complex [GO:1990071]
Q05942	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P21771	mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
P47166	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]
P39709	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; intrinsic component of membrane [GO:0031224]; membrane [GO:0016020]
P49955	catalytic step 2 spliceosome [GO:0071013]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]
P40054	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P38634	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P07560	cellular bud neck [GO:0005935]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; transport vesicle [GO:0030133]; transport vesicle membrane [GO:0030658]; vesicle [GO:0031982]
P53628	cytosol [GO:0005829]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]
Q00711	mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]
P89102	cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; exocyst [GO:0000145]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; prospore membrane [GO:0005628]
P38699	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P46679	Sin3-type complex [GO:0070822]
P38704	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P32343	endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
Q03656	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]
O74700	mitochondrial intermembrane space [GO:0005758]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
P16120	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P32367	nucleoplasm [GO:0005654]; transcription factor TFIIIC complex [GO:0000127]
Q3E764	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q02648	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P47072	cytoplasm [GO:0005737]
Q12159	transcription export complex [GO:0000346]
P36036	nucleus [GO:0005634]
P32603	ascospore wall [GO:0005619]; cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; prospore membrane [GO:0005628]
P52286	CBF3 complex [GO:0031518]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]; RAVE complex [GO:0043291]; SCF ubiquitin ligase complex [GO:0019005]
P43544	cytosol [GO:0005829]; glutaminase complex [GO:1903600]
P37262	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P32579	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P36164	cytoplasm [GO:0005737]; integral component of Golgi membrane [GO:0030173]
P22803	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleus [GO:0005634]
P00899	anthranilate synthase complex [GO:0005950]; cytoplasm [GO:0005737]
P32772	
Q02863	cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q04511	cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
P43593	nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]
Q07963	cytoplasm [GO:0005737]; MUB1-RAD6-UBR2 ubiquitin ligase complex [GO:1990304]; ubiquitin ligase complex [GO:0000151]
Q02767	cytosol [GO:0005829]; endosome [GO:0005768]; ESCRT I complex [GO:0000813]; late endosome membrane [GO:0031902]
P40003	BLOC-1 complex [GO:0031083]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; vacuole [GO:0005773]
P38171	
Q3E781	
P38350	
O13543	integral component of membrane [GO:0016021]
Q03629	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O13545	integral component of membrane [GO:0016021]
Q06698	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
P53126	
P0C5R6	
P40889	cytoplasm [GO:0005737]
P0C2J1	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
P36030	
P0CE69	fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]
P53103	
P36155	cytoplasm [GO:0005737]; nucleus [GO:0005634]; vacuole [GO:0005773]
Q6B0Y5	integral component of membrane [GO:0016021]
P0C5Q4	integral component of membrane [GO:0016021]
Q08543	
Q12414	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
P53087	integral component of membrane [GO:0016021]
Q12288	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]
P0CF33	
Q08958	integral component of membrane [GO:0016021]
P0C2I7	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P53074	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
P0C5Q6	
P40556	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P28625	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; mitochondrion [GO:0005739]
P0CL30	integral component of membrane [GO:0016021]
P38799	integral component of membrane [GO:0016021]
P53884	integral component of membrane [GO:0016021]
P53936	
Q8TGK1	
P25602	
Q04013	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
P40163	integral component of membrane [GO:0016021]
P0CT86	
P0C5N0	integral component of membrane [GO:0016021]
P39973	
P39972	
P0CL34	integral component of membrane [GO:0016021]
P38899	cytoplasm [GO:0005737]
P53209	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q12324	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of plasma membrane [GO:0005887]; vacuole-mitochondrion membrane contact site [GO:1990816]
P53284	
P47062	integral component of membrane [GO:0016021]
Q08245	extrinsic component of plasma membrane [GO:0019897]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P32459	membrane [GO:0016020]
P38179	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]
P53629	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P27351	AP-2 adaptor complex [GO:0030122]; cellular bud neck [GO:0005935]; endocytic vesicle [GO:0030139]
P25568	integral component of fungal-type vacuolar membrane [GO:0071627]; integral component of membrane [GO:0016021]
P61829	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]
P41698	cellular bud tip [GO:0005934]; incipient cellular bud site [GO:0000131]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P04821	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P39103	extrinsic component of membrane [GO:0019898]; integral component of membrane [GO:0016021]; mitochondrial envelope [GO:0005740]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P53951	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]
Q08412	cytoplasm [GO:0005737]
Q06686	cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P38909	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrion [GO:0005739]
P47005	SCF ubiquitin ligase complex [GO:0019005]
P32325	chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; Dbf4-dependent protein kinase complex [GO:0031431]; nucleus [GO:0005634]
Q05924	fungal-type vacuole [GO:0000324]
Q06409	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P40553	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P47120	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q07786	
P47129	
Q08902	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P23180	mitochondrion [GO:0005739]
P42884	
Q01976	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P81450	integral component of membrane [GO:0016021]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]
P33314	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; prospore membrane [GO:0005628]
P43132	chromosome, telomeric region [GO:0000781]; Set1C/COMPASS complex [GO:0048188]
P36012	2-micrometer circle DNA [GO:0005729]; CENP-A containing nucleosome [GO:0043505]; condensed chromosome kinetochore [GO:0000777]; condensed nuclear chromosome, centromeric region [GO:0000780]; kinetochore [GO:0000776]; nucleus [GO:0005634]
P41735	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P47187	endosome [GO:0005768]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P32891	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
P38836	extracellular space [GO:0005615]; fungal-type vacuole [GO:0000324]
P36022	astral microtubule [GO:0000235]; cell cortex [GO:0005938]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; spindle pole body [GO:0005816]
P38125	cell periphery [GO:0071944]; integral component of plasma membrane [GO:0005887]; prospore membrane [GO:0005628]
P27637	cell tip [GO:0051286]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; Kelch-containing formin regulatory complex [GO:1990615]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]
Q99177	small nuclear ribonucleoprotein complex [GO:0030532]; spliceosomal complex [GO:0005681]
O13558	
P21306	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase, central stalk [GO:0005756]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]
P43583	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome storage granule [GO:0034515]
P36076	CoA-synthesizing protein complex [GO:1990143]; cytoplasm [GO:0005737]; phosphopantothenoylcysteine decarboxylase complex [GO:0071513]
P53197	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P00424	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
P10174	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
Q12395	ubiquitin ligase complex [GO:0000151]
P40526	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P53255	cytosol [GO:0005829]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]
Q05610	cytoplasm [GO:0005737]; prospore membrane [GO:0005628]; prospore membrane leading edge [GO:0070056]
P23501	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P32892	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P15436	cytosol [GO:0005829]; delta DNA polymerase complex [GO:0043625]; replication fork [GO:0005657]
Q05521	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
P48510	cytosol [GO:0005829]; nucleus [GO:0005634]
P32469	cytoplasm [GO:0005737]
Q12476	nucleolus [GO:0005730]; TRAMP complex [GO:0031499]
Q01574	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P18238	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q12001	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P25641	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; multivesicular body membrane [GO:0032585]; vacuolar lumen [GO:0005775]
Q02887	cytosol [GO:0005829]; endosome [GO:0005768]; extrinsic component of membrane [GO:0019898]; fungal-type vacuole membrane [GO:0000329]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]
P48016	cell wall-bounded periplasmic space [GO:0030287]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
P00830	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial proton-transporting ATP synthase, catalytic core [GO:0005754]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]
Q12468	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]
Q02770	cytoplasm [GO:0005737]; U2-type spliceosomal complex [GO:0005684]
Q03772	catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; U2-type spliceosomal complex [GO:0005684]
P00163	integral component of mitochondrial inner membrane [GO:0031305]; intrinsic component of membrane [GO:0031224]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]
P26343	nucleus [GO:0005634]
P46680	actin cortical patch [GO:0030479]; actin filament [GO:0005884]; actomyosin, actin portion [GO:0042643]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; nucleus [GO:0005634]
P38285	cellular bud [GO:0005933]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
Q08683	anaphase-promoting complex [GO:0005680]; nucleus [GO:0005634]
P38090	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
Q08269	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P43549	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P46993	endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P53855	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; extrinsic component of phagophore assembly site membrane [GO:0097632]; phagophore [GO:0061908]; phagophore assembly site [GO:0000407]
P39986	cis-Golgi network [GO:0005801]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q08409	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P38995	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; trans-Golgi network transport vesicle membrane [GO:0012510]
Q05791	cytoplasm [GO:0005737]
P30283	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P38845	cytoplasm [GO:0005737]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]
P46963	CTDK-1 complex [GO:0070692]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q03220	cytoplasm [GO:0005737]; mRNA cap methyltransferase complex [GO:0031533]; nucleus [GO:0005634]
P0CH63	
P06773	cytoplasm [GO:0005737]
P15365	cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; intrinsic component of membrane [GO:0031224]; plasma membrane [GO:0005886]
Q08650	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
P25337	nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2 snRNP [GO:0005686]
P06115	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
P14724	anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; nucleus [GO:0005634]
P32457	ascospore wall [GO:0005619]; cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud neck septin ring [GO:0000144]; mating projection base [GO:0001400]; microtubule cytoskeleton [GO:0015630]; prospore membrane [GO:0005628]; septin complex [GO:0031105]; septin filament array [GO:0032160]; septin ring [GO:0005940]
P06243	chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; Dbf4-dependent protein kinase complex [GO:0031431]; nucleus [GO:0005634]
Q12127	anchored component of membrane [GO:0031225]; cell periphery [GO:0071944]; cellular bud tip [GO:0005934]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; mating projection tip [GO:0043332]
P38170	cytoplasm [GO:0005737]; nuclear condensin complex [GO:0000799]; nucleus [GO:0005634]
P53344	endosome [GO:0005768]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P49956	Ctf18 RFC-like complex [GO:0031390]; mitochondrion [GO:0005739]; nuclear replication fork [GO:0043596]; nucleus [GO:0005634]
P36034	endosome [GO:0005768]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P69851	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]
Q12248	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; mitotic spindle [GO:0072686]; mitotic spindle pole body [GO:0044732]; spindle microtubule [GO:0005876]
P25618	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]
Q08300	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]
P53923	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P46947	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RES complex [GO:0070274]; U2-type spliceosomal complex [GO:0005684]
P07262	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P16661	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P32448	nuclear chromosome, telomeric region [GO:0000784]; nucleus [GO:0005634]
P38084	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P40074	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
P38313	COMA complex [GO:0000817]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]; spindle pole body [GO:0005816]
P38265	condensed nuclear chromosome outer kinetochore [GO:0000942]
P53600	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]
P27680	extrinsic component of membrane [GO:0019898]; extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P00420	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
Q04935	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q04632	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]
Q04201	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]
Q08977	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P43595	cell division site [GO:0032153]; growing cell tip [GO:0035838]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P38928	cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud neck septin ring [GO:0000144]; fungal-type vacuole [GO:0000324]; incipient cellular bud site [GO:0000131]; integral component of plasma membrane [GO:0005887]
Q12359	cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P53727	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P38360	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; proteasome core complex [GO:0005839]
P53194	
Q07992	
P17106	Cbf1-Met4-Met28 complex [GO:0089713]; chromosome, centromeric region [GO:0000775]; kinetochore [GO:0000776]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P48237	mitochondrion [GO:0005739]
P24869	cellular bud neck [GO:0005935]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole body [GO:0005816]
Q01649	cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole body [GO:0005816]
Q12145	nucleus [GO:0005634]
Q06538	endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P47977	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]
P07143	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]
P38865	endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
Q03375	cytoplasm [GO:0005737]; U2-type spliceosomal complex [GO:0005684]
P20447	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P36120	nucleolus [GO:0005730]
P32330	
Q12471	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P19414	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
P40433	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P29589	
P47127	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrion [GO:0005739]
P40053	mitochondrion [GO:0005739]
P25694	Cdc48p-Npl4p-Vms1p AAA ATPase complex [GO:0036266]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Doa10p ubiquitin ligase complex [GO:0000837]; endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; mating projection tip [GO:0043332]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; replisome [GO:0030894]; RQC complex [GO:1990112]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]
P32656	cytoplasm [GO:0005737]; nucleus [GO:0005634]
